Latitude (decimal degrees):	-22.760
Longitude (decimal degrees):	-41.888
Elevation (m):	7
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2750.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230302:2303,0.0,0.0,0.0,25.14,8.21,0.0
20230303:0003,0.0,0.0,0.0,25.06,7.52,0.0
20230303:0103,0.0,0.0,0.0,24.98,6.9,0.0
20230303:0203,0.0,0.0,0.0,24.94,6.69,0.0
20230303:0303,0.0,0.0,0.0,24.85,6.41,0.0
20230303:0403,0.0,0.0,0.0,24.77,6.34,0.0
20230303:0503,0.0,0.0,0.0,24.69,6.34,0.0
20230303:0603,0.0,0.0,0.0,24.62,6.28,0.0
20230303:0703,0.0,0.0,0.0,24.58,6.14,0.0
20230303:0803,0.0,0.0,0.0,24.52,6.07,0.0
20230303:0903,18700.0,22.08,3.4,24.53,5.93,0.0
20230303:1003,456225.0,237.0,17.2,24.59,6.07,0.0
20230303:1103,1041480.0,481.0,31.01,24.67,6.28,0.0
20230303:1203,1520557.5,693.0,44.64,24.87,6.34,0.0
20230303:1303,1909380.0,878.0,57.72,25.13,6.34,0.0
20230303:1403,2122670.0,984.0,69.02,25.44,6.62,0.0
20230303:1503,2192905.0,1018.0,74.04,25.68,7.03,0.0
20230303:1603,2117225.0,976.0,67.95,25.73,7.66,0.0
20230303:1703,1888260.0,861.0,56.32,25.61,8.14,0.0
20230303:1803,1506807.5,682.0,43.15,25.48,8.69,0.0
20230303:1903,1003585.0,464.0,29.49,25.4,9.1,0.0
20230303:2003,412445.0,223.0,15.67,25.28,9.17,0.0
20230303:2103,0.0,5.0,1.87,25.24,9.38,0.0
20230303:2203,0.0,0.0,0.0,25.34,9.31,0.0
20230303:2303,0.0,0.0,0.0,25.29,9.24,0.0
20230304:0003,0.0,0.0,0.0,25.23,8.83,0.0
20230304:0103,0.0,0.0,0.0,25.19,8.34,0.0
20230304:0203,0.0,0.0,0.0,25.13,8.28,0.0
20230304:0303,0.0,0.0,0.0,25.05,8.21,0.0
20230304:0403,0.0,0.0,0.0,24.95,8.0,0.0
20230304:0503,0.0,0.0,0.0,24.84,8.07,0.0
20230304:0603,0.0,0.0,0.0,24.75,8.28,0.0
20230304:0703,0.0,0.0,0.0,24.69,8.41,0.0
20230304:0803,0.0,0.0,0.0,24.63,8.76,0.0
20230304:0903,16885.0,20.32,3.29,24.6,9.17,0.0
20230304:1003,479792.5,250.0,17.11,24.42,9.79,0.0
20230304:1103,1091805.0,499.0,30.91,24.55,9.86,0.0
20230304:1203,1580947.5,711.0,44.52,24.8,9.59,0.0
20230304:1303,1933222.5,877.0,57.55,25.18,9.03,0.0
20230304:1403,2141672.5,983.0,68.75,25.58,8.41,0.0
20230304:1503,2178632.5,1005.0,73.66,25.78,8.07,0.0
20230304:1603,2052160.0,942.0,67.63,25.74,8.34,0.0
20230304:1703,1802680.0,819.0,56.08,25.56,9.03,0.0
20230304:1803,1415012.5,640.0,42.94,25.36,9.38,0.0
20230304:1903,897847.5,416.0,29.29,25.15,9.24,0.0
20230304:2003,391627.5,211.0,15.48,25.05,9.24,0.0
20230304:2103,0.0,3.0,1.68,24.99,9.31,0.0
20230304:2203,0.0,0.0,0.0,24.97,9.24,0.0
20230304:2303,0.0,0.0,0.0,24.92,8.69,0.0
20230305:0003,0.0,0.0,0.0,24.87,7.93,0.0
20230305:0103,0.0,0.0,0.0,24.81,7.59,0.0
20230305:0203,0.0,0.0,0.0,24.74,7.52,0.0
20230305:0303,0.0,0.0,0.0,24.68,7.66,0.0
20230305:0403,0.0,0.0,0.0,24.59,7.72,0.0
20230305:0503,0.0,0.0,0.0,24.49,7.52,0.0
20230305:0603,0.0,0.0,0.0,24.39,7.45,0.0
20230305:0703,0.0,0.0,0.0,24.32,7.59,0.0
20230305:0803,0.0,0.0,0.0,24.26,7.93,0.0
20230305:0903,15592.5,20.9,3.2,24.21,8.07,0.0
20230305:1003,473082.5,247.0,17.01,24.01,7.59,0.0
20230305:1103,984362.5,453.0,30.81,24.16,7.31,0.0
20230305:1203,1450625.0,658.0,44.4,24.47,7.24,0.0
20230305:1303,1805897.5,825.0,57.38,24.95,7.31,0.0
20230305:1403,1376842.5,636.0,68.48,25.52,6.9,0.0
20230305:1503,1383057.5,642.0,73.27,26.02,6.55,0.0
20230305:1603,1314555.0,610.0,67.3,26.26,6.69,0.0
20230305:1703,922955.0,430.0,55.83,26.3,7.45,0.0
20230305:1803,1179007.5,541.0,42.73,26.06,7.66,0.0
20230305:1903,979330.0,456.0,29.1,25.89,7.79,0.0
20230305:2003,384450.0,209.0,15.29,25.55,7.93,0.0
20230305:2103,0.0,1.0,1.48,25.33,7.86,0.0
20230305:2203,0.0,0.0,0.0,25.1,6.97,0.0
20230305:2303,0.0,0.0,0.0,25.04,7.03,0.0
20230306:0003,0.0,0.0,0.0,24.98,6.97,0.0
20230306:0103,0.0,0.0,0.0,24.89,6.83,0.0
20230306:0203,0.0,0.0,0.0,24.79,6.62,0.0
20230306:0303,0.0,0.0,0.0,24.7,6.21,0.0
20230306:0403,0.0,0.0,0.0,24.63,6.0,0.0
20230306:0503,0.0,0.0,0.0,24.54,6.21,0.0
20230306:0603,0.0,0.0,0.0,24.47,6.41,0.0
20230306:0703,0.0,0.0,0.0,24.41,6.62,0.0
20230306:0803,0.0,0.0,0.0,24.34,6.9,0.0
20230306:0903,12045.0,16.6,3.1,24.3,7.24,0.0
20230306:1003,135850.0,78.0,16.92,24.21,7.17,0.0
20230306:1103,1028087.5,474.0,30.71,24.31,6.55,0.0
20230306:1203,1398595.0,639.0,44.28,24.54,5.72,0.0
20230306:1303,1129425.0,525.0,57.21,24.84,4.48,0.0
20230306:1403,1532905.0,726.0,68.2,25.16,2.83,0.0
20230306:1503,1898875.0,929.0,72.88,25.47,1.59,0.0
20230306:1603,1942380.0,945.0,66.97,25.59,1.86,0.0
20230306:1703,990440.0,469.0,55.57,25.35,2.07,0.0
20230306:1803,667260.0,319.0,42.51,25.17,1.86,0.0
20230306:1903,865617.5,410.0,28.89,25.01,2.69,0.0
20230306:2003,60252.5,42.0,15.09,24.94,3.93,0.0
20230306:2103,0.0,0.0,0.0,24.83,5.38,0.0
20230306:2203,0.0,0.0,0.0,24.69,6.76,0.0
20230306:2303,0.0,0.0,0.0,24.81,7.93,0.0
20230307:0003,0.0,0.0,0.0,24.81,8.28,0.0
20230307:0103,0.0,0.0,0.0,24.77,7.93,0.0
20230307:0203,0.0,0.0,0.0,24.73,7.79,0.0
20230307:0303,0.0,0.0,0.0,24.7,8.14,0.0
20230307:0403,0.0,0.0,0.0,24.65,8.14,0.0
20230307:0503,0.0,0.0,0.0,24.54,7.86,0.0
20230307:0603,0.0,0.0,0.0,24.47,7.66,0.0
20230307:0703,0.0,0.0,0.0,24.39,7.86,0.0
20230307:0803,0.0,0.0,0.0,24.33,8.14,0.0
20230307:0903,10367.5,14.81,3.0,24.26,8.55,0.0
20230307:1003,373147.5,192.0,16.82,24.3,9.17,0.0
20230307:1103,952435.0,438.0,30.61,24.45,8.83,0.0
20230307:1203,1500565.0,677.0,44.16,24.69,8.69,0.0
20230307:1303,1904320.0,864.0,57.04,25.03,8.69,0.0
20230307:1403,2121102.5,968.99,67.93,25.28,8.9,0.0
20230307:1503,2072207.5,948.0,72.49,25.35,9.1,0.0
20230307:1603,1824570.0,832.0,66.64,25.31,9.31,0.0
20230307:1703,1635480.0,741.0,55.31,25.17,9.59,0.0
20230307:1803,1402885.0,633.0,42.29,25.14,9.86,0.0
20230307:1903,979357.5,453.0,28.69,25.05,9.72,0.0
20230307:2003,366437.5,200.0,14.89,25.06,9.72,0.0
20230307:2103,0.0,0.0,0.0,24.97,9.17,0.0
20230307:2203,0.0,0.0,0.0,25.0,8.34,0.0
20230307:2303,0.0,0.0,0.0,24.9,8.0,0.0
20230308:0003,0.0,0.0,0.0,24.83,8.14,0.0
20230308:0103,0.0,0.0,0.0,24.82,8.07,0.0
20230308:0203,0.0,0.0,0.0,24.81,8.07,0.0
20230308:0303,0.0,0.0,0.0,24.79,7.66,0.0
20230308:0403,0.0,0.0,0.0,24.73,7.31,0.0
20230308:0503,0.0,0.0,0.0,24.64,7.03,0.0
20230308:0603,0.0,0.0,0.0,24.54,6.76,0.0
20230308:0703,0.0,0.0,0.0,24.44,6.55,0.0
20230308:0803,0.0,0.0,0.0,24.32,6.62,0.0
20230308:0903,0.0,3.0,2.91,24.24,6.55,0.0
20230308:1003,397265.0,206.0,16.73,24.29,6.9,0.0
20230308:1103,933075.0,431.0,30.5,24.34,7.03,0.0
20230308:1203,1199770.0,547.0,44.03,24.42,7.17,0.0
20230308:1303,1637542.5,747.0,56.86,24.56,7.24,0.0
20230308:1403,1546765.0,710.0,67.65,24.68,7.17,0.0
20230308:1503,1925357.5,886.0,72.09,24.74,7.17,0.0
20230308:1603,1872475.0,858.0,66.3,24.64,7.38,0.0
20230308:1703,1571322.5,715.0,55.05,24.52,7.66,0.0
20230308:1803,1482250.0,670.0,42.06,24.44,7.66,0.0
20230308:1903,485292.5,233.0,28.48,24.39,8.07,0.0
20230308:2003,66495.0,45.0,14.69,24.38,8.14,0.0
20230308:2103,0.0,0.0,0.0,24.39,7.93,0.0
20230308:2203,0.0,0.0,0.0,24.34,7.59,0.0
20230308:2303,0.0,0.0,0.0,24.42,7.59,0.0
20230309:0003,0.0,0.0,0.0,24.44,7.24,0.0
20230309:0103,0.0,0.0,0.0,24.4,6.97,0.0
20230309:0203,0.0,0.0,0.0,24.36,6.62,0.0
20230309:0303,0.0,0.0,0.0,24.33,6.28,0.0
20230309:0403,0.0,0.0,0.0,24.31,5.86,0.0
20230309:0503,0.0,0.0,0.0,24.29,5.72,0.0
20230309:0603,0.0,0.0,0.0,24.3,5.79,0.0
20230309:0703,0.0,0.0,0.0,24.27,5.93,0.0
20230309:0803,0.0,0.0,0.0,24.23,6.21,0.0
20230309:0903,4675.0,10.0,2.81,24.18,6.69,0.0
20230309:1003,321282.5,166.0,16.64,24.1,7.45,0.0
20230309:1103,722947.5,337.0,30.4,24.21,7.66,0.0
20230309:1203,786527.5,365.0,43.9,24.4,7.38,0.0
20230309:1303,1742262.5,795.0,56.68,24.69,7.1,0.0
20230309:1403,2066240.0,951.99,67.36,25.01,6.9,0.0
20230309:1503,2128307.5,982.99,71.7,25.26,7.1,0.0
20230309:1603,1658662.5,761.0,65.96,25.3,7.72,0.0
20230309:1703,1822370.0,826.0,54.78,25.13,8.62,0.0
20230309:1803,1460277.5,659.0,41.83,24.96,8.83,0.0
20230309:1903,930957.5,432.0,28.27,24.89,9.03,0.0
20230309:2003,348012.5,192.0,14.48,24.86,8.76,0.0
20230309:2103,0.0,0.0,0.0,24.83,8.55,0.0
20230309:2203,0.0,0.0,0.0,24.9,8.48,0.0
20230309:2303,0.0,0.0,0.0,24.85,8.34,0.0
20230310:0003,0.0,0.0,0.0,24.77,8.14,0.0
20230310:0103,0.0,0.0,0.0,24.71,7.66,0.0
20230310:0203,0.0,0.0,0.0,24.67,7.38,0.0
20230310:0303,0.0,0.0,0.0,24.59,7.17,0.0
20230310:0403,0.0,0.0,0.0,24.5,6.9,0.0
20230310:0503,0.0,0.0,0.0,24.43,6.76,0.0
20230310:0603,0.0,0.0,0.0,24.33,6.76,0.0
20230310:0703,0.0,0.0,0.0,24.27,6.83,0.0
20230310:0803,0.0,0.0,0.0,24.21,6.97,0.0
20230310:0903,10422.5,15.57,2.72,24.16,7.03,0.0
20230310:1003,450807.5,238.0,16.54,24.04,7.03,0.0
20230310:1103,1044065.0,481.0,30.3,24.15,6.83,0.0
20230310:1203,1540632.5,698.0,43.78,24.38,6.97,0.0
20230310:1303,1868790.0,854.0,56.5,24.68,6.76,0.0
20230310:1403,2095170.0,967.99,67.07,24.99,6.55,0.0
20230310:1503,2138620.0,988.99,71.3,25.11,6.83,0.0
20230310:1603,2059145.0,944.99,65.61,25.05,7.45,0.0
20230310:1703,1850227.5,839.0,54.5,24.88,8.28,0.0
20230310:1803,1466685.0,661.0,41.6,24.66,8.83,0.0
20230310:1903,911707.5,423.0,28.06,24.51,8.83,0.0
20230310:2003,310282.5,169.0,14.28,24.38,8.28,0.0
20230310:2103,0.0,0.0,0.0,24.33,8.07,0.0
20230310:2203,0.0,0.0,0.0,24.36,7.72,0.0
20230310:2303,0.0,0.0,0.0,24.38,7.45,0.0
20230311:0003,0.0,0.0,0.0,24.35,7.03,0.0
20230311:0103,0.0,0.0,0.0,24.26,6.55,0.0
20230311:0203,0.0,0.0,0.0,24.2,6.14,0.0
20230311:0303,0.0,0.0,0.0,24.14,5.72,0.0
20230311:0403,0.0,0.0,0.0,24.08,5.52,0.0
20230311:0503,0.0,0.0,0.0,24.07,5.72,0.0
20230311:0603,0.0,0.0,0.0,24.04,5.66,0.0
20230311:0703,0.0,0.0,0.0,24.01,5.72,0.0
20230311:0803,0.0,0.0,0.0,23.94,5.86,0.0
20230311:0903,7480.0,12.81,2.63,23.88,5.79,0.0
20230311:1003,445060.0,236.0,16.45,24.14,6.48,0.0
20230311:1103,1028830.0,475.0,30.2,24.23,6.41,0.0
20230311:1203,1468252.5,668.0,43.65,24.39,6.14,0.0
20230311:1303,1832545.0,840.0,56.32,24.63,6.14,0.0
20230311:1403,2047182.5,946.99,66.78,24.9,6.14,0.0
20230311:1503,2096242.5,972.99,70.91,25.05,6.14,0.0
20230311:1603,1937567.5,895.0,65.27,25.02,6.21,0.0
20230311:1703,1788930.0,815.0,54.23,24.94,7.24,0.0
20230311:1803,1415480.0,641.0,41.36,24.8,7.72,0.0
20230311:1903,438845.0,213.0,27.84,24.67,7.79,0.0
20230311:2003,16390.0,18.0,14.07,24.54,6.83,0.0
20230311:2103,0.0,0.0,0.0,24.37,5.86,0.0
20230311:2203,0.0,0.0,0.0,24.64,4.83,0.0
20230311:2303,0.0,0.0,0.0,24.63,3.79,0.0
20230312:0003,0.0,0.0,0.0,24.65,3.31,0.0
20230312:0103,0.0,0.0,0.0,24.59,3.03,0.0
20230312:0203,0.0,0.0,0.0,24.56,3.03,0.0
20230312:0303,0.0,0.0,0.0,24.51,3.03,0.0
20230312:0403,0.0,0.0,0.0,24.44,3.1,0.0
20230312:0503,0.0,0.0,0.0,24.36,3.17,0.0
20230312:0603,0.0,0.0,0.0,24.29,3.31,0.0
20230312:0703,0.0,0.0,0.0,24.26,3.45,0.0
20230312:0803,0.0,0.0,0.0,24.22,3.72,0.0
20230312:0903,3410.0,9.0,2.54,24.18,4.0,0.0
20230312:1003,255942.5,135.0,16.36,24.47,4.14,0.0
20230312:1103,402655.0,198.0,30.1,24.54,3.72,0.0
20230312:1203,998222.5,463.0,43.52,24.6,4.28,0.0
20230312:1303,1681625.0,778.0,56.13,24.71,4.69,0.0
20230312:1403,1938007.5,905.99,66.49,24.84,4.55,0.0
20230312:1503,2045587.5,956.99,70.51,24.88,4.9,0.0
20230312:1603,1970430.0,913.99,64.92,24.77,5.38,0.0
20230312:1703,1172545.0,540.0,53.95,24.62,5.86,0.0
20230312:1803,1315352.5,599.0,41.12,24.58,6.41,0.0
20230312:1903,172562.5,95.0,27.62,24.62,6.21,0.0
20230312:2003,14795.0,17.0,13.85,24.63,6.21,0.0
20230312:2103,0.0,0.0,0.0,24.7,6.21,0.0
20230312:2203,0.0,0.0,0.0,24.94,5.72,0.0
20230312:2303,0.0,0.0,0.0,24.99,5.1,0.0
20230313:0003,0.0,0.0,0.0,24.97,4.62,0.0
20230313:0103,0.0,0.0,0.0,24.9,4.07,0.0
20230313:0203,0.0,0.0,0.0,24.81,3.38,0.0
20230313:0303,0.0,0.0,0.0,24.69,2.55,0.0
20230313:0403,0.0,0.0,0.0,24.53,1.93,0.0
20230313:0503,0.0,0.0,0.0,24.39,1.79,0.0
20230313:0603,0.0,0.0,0.0,24.32,1.72,0.0
20230313:0703,0.0,0.0,0.0,24.25,1.86,0.0
20230313:0803,0.0,0.0,0.0,24.19,2.34,0.0
20230313:0903,0.0,2.0,2.45,24.14,3.45,0.0
20230313:1003,182435.0,100.0,16.27,24.24,3.93,0.0
20230313:1103,681642.5,322.0,30.0,24.21,3.66,0.0
20230313:1203,1272755.0,586.0,43.39,24.26,4.21,0.0
20230313:1303,1701617.5,790.0,55.95,24.42,4.07,0.0
20230313:1403,1475100.0,689.0,66.2,24.48,3.79,0.0
20230313:1503,1561587.5,731.0,70.11,24.59,3.86,0.0
20230313:1603,1332210.0,620.0,64.56,24.58,4.21,0.0
20230313:1703,1238517.5,573.0,53.66,24.53,4.55,0.0
20230313:1803,942617.5,436.0,40.88,24.44,5.1,0.0
20230313:1903,665527.5,315.0,27.4,24.42,5.1,0.0
20230313:2003,84755.0,54.0,13.64,24.35,4.69,0.0
20230313:2103,0.0,0.0,0.0,24.32,4.55,0.0
20230313:2203,0.0,0.0,0.0,24.63,4.21,0.0
20230313:2303,0.0,0.0,0.0,24.64,4.07,0.0
20230314:0003,0.0,0.0,0.0,24.65,4.14,0.0
20230314:0103,0.0,0.0,0.0,24.6,3.79,0.0
20230314:0203,0.0,0.0,0.0,24.49,3.59,0.0
20230314:0303,0.0,0.0,0.0,24.34,3.59,0.0
20230314:0403,0.0,0.0,0.0,24.25,4.0,0.0
20230314:0503,0.0,0.0,0.0,23.97,3.45,0.0
20230314:0603,0.0,0.0,0.0,24.02,3.72,0.0
20230314:0703,0.0,0.0,0.0,24.0,3.38,0.0
20230314:0803,0.0,0.0,0.0,23.96,2.97,0.0
20230314:0903,4757.5,10.82,2.36,23.93,2.62,0.0
20230314:1003,388052.5,206.0,16.18,24.04,1.79,0.0
20230314:1103,989945.0,470.0,29.89,24.18,1.38,0.0
20230314:1203,1449800.0,688.0,43.26,24.38,1.17,0.0
20230314:1303,1763822.5,845.99,55.76,24.59,1.59,0.0
20230314:1403,1975710.0,953.99,65.9,24.75,2.07,0.0
20230314:1503,2041655.0,983.99,69.71,24.89,2.48,0.0
20230314:1603,1976892.5,938.99,64.21,24.97,3.17,0.0
20230314:1703,1781367.5,830.99,53.37,25.04,3.86,0.0
20230314:1803,1414215.0,651.0,40.63,25.05,4.55,0.0
20230314:1903,919820.0,434.0,27.17,24.98,4.9,0.0
20230314:2003,328157.5,190.0,13.42,24.92,5.45,0.0
20230314:2103,0.0,0.0,0.0,24.81,5.59,0.0
20230314:2203,0.0,0.0,0.0,24.84,5.17,0.0
20230314:2303,0.0,0.0,0.0,24.88,5.03,0.0
20230315:0003,0.0,0.0,0.0,24.79,4.48,0.0
20230315:0103,0.0,0.0,0.0,24.58,4.62,0.0
20230315:0203,0.0,0.0,0.0,24.55,3.79,0.0
20230315:0303,0.0,0.0,0.0,24.55,3.1,0.0
20230315:0403,0.0,0.0,0.0,24.61,2.34,0.0
20230315:0503,0.0,0.0,0.0,24.49,2.07,0.0
20230315:0603,0.0,0.0,0.0,24.53,2.34,0.0
20230315:0703,0.0,0.0,0.0,24.32,2.41,0.0
20230315:0803,0.0,0.0,0.0,24.19,2.41,0.0
20230315:0903,1155.0,7.0,2.27,24.3,1.93,0.0
20230315:1003,363742.5,193.0,16.09,24.2,0.9,0.0
20230315:1103,952847.5,455.0,29.79,24.28,0.83,0.0
20230315:1203,1421887.5,678.0,43.12,24.45,0.83,0.0
20230315:1303,1712645.0,834.99,55.56,24.76,0.69,0.0
20230315:1403,1917877.5,945.99,65.6,25.01,0.97,0.0
20230315:1503,1998425.0,975.99,69.32,25.17,1.72,0.0
20230315:1603,1945817.5,935.99,63.85,25.31,2.34,0.0
20230315:1703,1729915.0,817.99,53.08,25.46,2.69,0.0
20230315:1803,1375715.0,640.0,40.38,25.45,3.31,0.0
20230315:1903,810425.0,385.0,26.94,25.29,4.0,0.0
20230315:2003,96937.5,60.0,13.2,24.92,4.48,0.0
20230315:2103,0.0,0.0,0.0,24.67,5.45,0.0
20230315:2203,0.0,0.0,0.0,24.68,6.55,0.0
20230315:2303,0.0,0.0,0.0,24.58,6.28,0.0
20230316:0003,0.0,0.0,0.0,24.6,5.72,0.0
20230316:0103,0.0,0.0,0.0,24.6,5.31,0.0
20230316:0203,0.0,0.0,0.0,24.41,4.41,0.0
20230316:0303,0.0,0.0,0.0,24.29,3.66,0.0
20230316:0403,0.0,0.0,0.0,24.09,2.97,0.0
20230316:0503,0.0,0.0,0.0,23.99,2.34,0.0
20230316:0603,0.0,0.0,0.0,23.96,2.21,0.0
20230316:0703,0.0,0.0,0.0,24.04,1.72,0.0
20230316:0803,0.0,0.0,0.0,24.02,1.24,0.0
20230316:0903,0.0,5.0,2.18,23.97,0.76,0.0
20230316:1003,412665.0,224.0,16.0,23.89,0.14,0.0
20230316:1103,972702.5,467.0,29.69,24.11,0.34,0.0
20230316:1203,1421392.5,681.0,42.99,24.38,0.55,0.0
20230316:1303,1728622.5,841.99,55.37,24.69,0.76,0.0
20230316:1403,1934322.5,948.99,65.3,25.0,1.24,0.0
20230316:1503,2015392.5,978.99,68.92,25.21,2.07,0.0
20230316:1603,1967817.5,937.99,63.49,25.34,3.03,0.0
20230316:1703,1757442.5,818.99,52.79,25.35,4.07,0.0
20230316:1803,1398567.5,644.0,40.13,25.32,4.76,0.0
20230316:1903,881347.5,417.0,26.71,25.22,5.17,0.0
20230316:2003,298045.0,174.0,12.98,25.14,5.1,0.0
20230316:2103,0.0,0.0,0.0,25.12,4.48,0.0
20230316:2203,0.0,0.0,0.0,25.19,4.83,0.0
20230316:2303,0.0,0.0,0.0,25.2,4.41,0.0
20230317:0003,0.0,0.0,0.0,25.2,4.0,0.0
20230317:0103,0.0,0.0,0.0,25.2,3.45,0.0
20230317:0203,0.0,0.0,0.0,25.16,2.83,0.0
20230317:0303,0.0,0.0,0.0,24.92,2.0,0.0
20230317:0403,0.0,0.0,0.0,24.74,1.31,0.0
20230317:0503,0.0,0.0,0.0,24.5,1.1,0.0
20230317:0603,0.0,0.0,0.0,24.0,0.69,0.0
20230317:0703,0.0,0.0,0.0,23.82,0.76,0.0
20230317:0803,0.0,0.0,0.0,23.89,1.38,0.0
20230317:0903,2255.0,8.0,2.1,23.93,1.31,0.0
20230317:1003,416350.0,226.0,15.91,23.98,0.83,0.0
20230317:1103,971602.5,466.0,29.58,24.18,0.48,0.0
20230317:1203,1430027.5,680.0,42.85,24.45,1.03,0.0
20230317:1303,1754417.5,835.99,55.17,24.7,2.0,0.0
20230317:1403,1979450.0,941.99,64.99,24.86,3.03,0.0
20230317:1503,2042342.5,976.99,68.52,24.91,2.97,0.0
20230317:1603,1913807.5,904.99,63.12,24.83,3.31,0.0
20230317:1703,1719795.0,802.99,52.49,24.87,3.52,0.0
20230317:1803,1371727.5,634.0,39.88,24.91,3.86,0.0
20230317:1903,871420.0,414.0,26.48,24.95,4.07,0.0
20230317:2003,301482.5,179.0,12.76,25.15,4.48,0.0
20230317:2103,0.0,0.0,0.0,25.25,4.55,0.0
20230317:2203,0.0,0.0,0.0,25.17,4.62,0.0
20230317:2303,0.0,0.0,0.0,25.15,4.41,0.0
20230318:0003,0.0,0.0,0.0,25.11,4.14,0.0
20230318:0103,0.0,0.0,0.0,25.1,4.41,0.0
20230318:0203,0.0,0.0,0.0,24.99,4.48,0.0
20230318:0303,0.0,0.0,0.0,24.72,3.93,0.0
20230318:0403,0.0,0.0,0.0,24.52,3.17,0.0
20230318:0503,0.0,0.0,0.0,24.49,2.62,0.0
20230318:0603,0.0,0.0,0.0,24.36,2.07,0.0
20230318:0703,0.0,0.0,0.0,23.93,1.45,0.0
20230318:0803,0.0,0.0,0.0,23.79,1.31,0.0
20230318:0903,0.0,5.0,2.01,23.65,2.07,0.0
20230318:1003,284817.5,150.0,15.82,23.69,2.83,0.0
20230318:1103,463787.5,225.0,29.48,23.97,2.97,0.0
20230318:1203,1399062.5,649.0,42.72,24.26,2.97,0.0
20230318:1303,1625497.5,761.0,54.97,24.58,3.1,0.0
20230318:1403,1625140.0,766.0,64.69,24.81,3.1,0.0
20230318:1503,1973730.0,938.99,68.12,25.04,3.17,0.0
20230318:1603,1912350.0,903.99,62.76,25.16,3.38,0.0
20230318:1703,1281142.5,597.0,52.19,25.22,3.72,0.0
20230318:1803,1119387.5,519.0,39.62,25.12,3.93,0.0
20230318:1903,721545.0,344.0,26.25,25.14,4.14,0.0
20230318:2003,251157.5,145.0,12.54,25.14,4.62,0.0
20230318:2103,0.0,0.0,0.0,25.11,4.69,0.0
20230318:2203,0.0,0.0,0.0,25.28,4.69,0.0
20230318:2303,0.0,0.0,0.0,25.29,4.28,0.0
20230319:0003,0.0,0.0,0.0,25.35,4.28,0.0
20230319:0103,0.0,0.0,0.0,25.37,4.34,0.0
20230319:0203,0.0,0.0,0.0,25.25,4.28,0.0
20230319:0303,0.0,0.0,0.0,25.15,4.14,0.0
20230319:0403,0.0,0.0,0.0,25.03,3.93,0.0
20230319:0503,0.0,0.0,0.0,24.81,3.66,0.0
20230319:0603,0.0,0.0,0.0,24.63,3.38,0.0
20230319:0703,0.0,0.0,0.0,24.7,3.24,0.0
20230319:0803,0.0,0.0,0.0,24.67,3.17,0.0
20230319:0903,2227.5,8.0,1.93,24.71,3.38,0.0
20230319:1003,404635.0,220.0,15.73,24.68,2.97,0.0
20230319:1103,976332.5,459.0,29.37,24.74,3.38,0.0
20230319:1203,1440147.5,667.0,42.58,24.95,3.59,0.0
20230319:1303,1758625.0,821.99,54.77,25.2,3.72,0.0
20230319:1403,1938007.5,911.99,64.38,25.41,4.07,0.0
20230319:1503,1976782.5,928.99,67.72,25.46,4.48,0.0
20230319:1603,1857212.5,864.99,62.39,25.42,4.97,0.0
20230319:1703,1407587.5,650.0,51.89,25.35,5.17,0.0
20230319:1803,664922.5,314.0,39.36,25.29,5.45,0.0
20230319:1903,528962.5,255.0,26.01,25.27,5.45,0.0
20230319:2003,269115.0,161.0,12.31,25.21,5.59,0.0
20230319:2103,0.0,0.0,0.0,25.29,5.86,0.0
20230319:2203,0.0,0.0,0.0,25.31,5.38,0.0
20230319:2303,0.0,0.0,0.0,25.43,5.45,0.0
20230320:0003,0.0,0.0,0.0,25.48,5.59,0.0
20230320:0103,0.0,0.0,0.0,25.52,5.45,0.0
20230320:0203,0.0,0.0,0.0,25.5,5.45,0.0
20230320:0303,0.0,0.0,0.0,25.41,5.45,0.0
20230320:0403,0.0,0.0,0.0,25.3,5.24,0.0
20230320:0503,0.0,0.0,0.0,25.18,5.1,0.0
20230320:0603,0.0,0.0,0.0,25.08,5.03,0.0
20230320:0703,0.0,0.0,0.0,25.01,5.17,0.0
20230320:0803,0.0,0.0,0.0,24.95,5.31,0.0
20230320:0903,1155.0,7.0,1.85,24.9,5.45,0.0
20230320:1003,402985.0,218.0,15.65,24.87,5.86,0.0
20230320:1103,981447.5,457.0,29.26,25.06,6.14,0.0
20230320:1203,1477685.0,675.0,42.44,25.38,6.21,0.0
20230320:1303,1811700.0,831.99,54.56,25.77,6.55,0.0
20230320:1403,2019187.5,937.99,64.07,26.24,6.28,0.0
20230320:1503,2056230.0,959.99,67.31,26.45,6.0,0.0
20230320:1603,1967817.5,912.99,62.03,26.55,6.41,0.0
20230320:1703,1742400.0,798.99,51.59,26.38,7.03,0.0
20230320:1803,1357235.0,620.0,39.1,26.21,7.45,0.0
20230320:1903,849172.5,403.0,25.77,26.08,7.66,0.0
20230320:2003,205205.0,118.0,12.09,26.03,7.24,0.0
20230320:2103,0.0,0.0,0.0,25.88,7.17,0.0
20230320:2203,0.0,0.0,0.0,26.02,7.24,0.0
20230320:2303,0.0,0.0,0.0,26.05,7.03,0.0
20230321:0003,0.0,0.0,0.0,25.98,6.83,0.0
20230321:0103,0.0,0.0,0.0,25.86,6.69,0.0
