Latitude (decimal degrees):	-21.673
Longitude (decimal degrees):	-42.080
Elevation (m):	65
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2750.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230408:1703,1020002.5,493.0,46.43,30.08,1.93,0.0
20230408:1803,991072.5,481.0,34.57,29.92,1.24,0.0
20230408:1903,576977.5,288.0,21.62,26.67,2.55,0.0
20230408:2003,82170.0,53.0,8.12,25.32,2.69,0.0
20230408:2103,0.0,0.0,0.0,24.47,2.48,0.0
20230408:2203,0.0,0.0,0.0,23.89,2.41,0.0
20230408:2303,0.0,0.0,0.0,23.53,2.21,0.0
20230409:0003,0.0,0.0,0.0,23.29,1.72,0.0
20230409:0103,0.0,0.0,0.0,23.05,1.24,0.0
20230409:0203,0.0,0.0,0.0,22.97,0.97,0.0
20230409:0303,0.0,0.0,0.0,22.8,1.03,0.0
20230409:0403,0.0,0.0,0.0,22.58,0.69,0.0
20230409:0503,0.0,0.0,0.0,22.41,0.55,0.0
20230409:0603,0.0,0.0,0.0,22.29,0.62,0.0
20230409:0703,0.0,0.0,0.0,22.48,1.17,0.0
20230409:0803,0.0,0.0,0.0,22.38,1.1,0.0
20230409:0903,0.0,0.0,0.0,22.21,0.9,0.0
20230409:1003,174900.0,97.0,13.94,22.13,0.83,0.0
20230409:1103,97845.0,60.0,27.22,22.45,0.83,0.0
20230409:1203,467830.0,227.0,39.74,22.51,0.83,0.0
20230409:1303,355850.0,177.0,50.75,22.63,0.9,0.0
20230409:1403,335637.5,168.0,58.58,22.67,0.9,0.0
20230409:1503,563255.0,270.0,60.56,22.93,1.31,0.0
20230409:1603,841995.0,397.0,55.66,22.8,1.31,0.0
20230409:1703,376365.0,186.0,46.13,23.06,1.72,0.0
20230409:1803,542300.0,260.0,34.31,23.26,1.79,0.0
20230409:1903,83325.0,53.0,21.39,22.37,1.1,0.0
20230409:2003,21642.5,21.0,7.91,22.16,1.38,0.0
20230409:2103,0.0,0.0,0.0,21.88,1.59,0.0
20230409:2203,0.0,0.0,0.0,21.69,1.38,0.0
20230409:2303,0.0,0.0,0.0,21.56,1.24,0.0
20230410:0003,0.0,0.0,0.0,21.46,1.1,0.0
20230410:0103,0.0,0.0,0.0,21.5,1.17,0.0
20230410:0203,0.0,0.0,0.0,21.31,1.17,0.0
20230410:0303,0.0,0.0,0.0,21.1,0.9,0.0
20230410:0403,0.0,0.0,0.0,21.0,0.97,0.0
20230410:0503,0.0,0.0,0.0,20.76,1.17,0.0
20230410:0603,0.0,0.0,0.0,20.46,1.17,0.0
20230410:0703,0.0,0.0,0.0,20.21,0.69,0.0
20230410:0803,0.0,0.0,0.0,20.03,0.62,0.0
20230410:0903,0.0,0.0,0.0,19.76,0.62,0.0
20230410:1003,101117.5,61.0,13.85,20.13,0.62,0.0
20230410:1103,646222.5,308.0,27.1,21.71,0.76,0.0
20230410:1203,953755.0,448.0,39.58,23.19,1.24,0.0
20230410:1303,1587465.0,751.99,50.52,24.6,1.86,0.0
20230410:1403,1689242.5,809.99,58.26,25.64,1.93,0.0
20230410:1503,1176505.0,562.0,60.18,26.08,1.66,0.0
20230410:1603,1510657.5,725.99,55.3,26.34,1.59,0.0
20230410:1703,687225.0,330.0,45.83,26.21,1.79,0.0
20230410:1803,276347.5,143.0,34.05,25.73,2.07,0.0
20230410:1903,102740.0,63.0,21.16,25.33,1.72,0.0
20230410:2003,3410.0,9.0,7.7,24.78,1.93,0.0
20230410:2103,0.0,0.0,0.0,23.93,1.93,0.0
20230410:2203,0.0,0.0,0.0,23.16,1.86,0.0
20230410:2303,0.0,0.0,0.0,22.6,1.66,0.0
20230411:0003,0.0,0.0,0.0,21.6,1.38,0.0
20230411:0103,0.0,0.0,0.0,21.04,1.1,0.0
20230411:0203,0.0,0.0,0.0,21.04,0.9,0.0
20230411:0303,0.0,0.0,0.0,21.14,0.69,0.0
20230411:0403,0.0,0.0,0.0,21.06,0.48,0.0
20230411:0503,0.0,0.0,0.0,20.73,0.55,0.0
20230411:0603,0.0,0.0,0.0,20.38,0.62,0.0
20230411:0703,0.0,0.0,0.0,19.88,0.69,0.0
20230411:0803,0.0,0.0,0.0,19.36,0.69,0.0
20230411:0903,0.0,0.0,0.0,18.77,0.62,0.0
20230411:1003,253907.5,136.0,13.76,19.32,0.48,0.0
20230411:1103,875215.0,420.0,26.98,22.1,0.21,0.0
20230411:1203,1136877.5,540.0,39.41,23.85,0.55,0.0
20230411:1303,1518302.5,727.99,50.28,25.27,1.24,0.0
20230411:1403,1681102.5,818.99,57.94,26.09,1.17,0.0
20230411:1503,1190392.5,574.0,59.81,26.58,1.1,0.0
20230411:1603,906152.5,436.0,54.95,26.78,1.1,0.0
20230411:1703,916492.5,441.0,45.52,26.92,0.9,0.0
20230411:1803,595870.0,290.0,33.79,26.88,1.03,0.0
20230411:1903,91877.5,58.0,20.93,26.21,1.1,0.0
20230411:2003,5912.5,11.0,7.49,25.46,1.24,0.0
20230411:2103,0.0,0.0,0.0,24.68,1.38,0.0
20230411:2203,0.0,0.0,0.0,24.0,1.52,0.0
20230411:2303,0.0,0.0,0.0,23.37,1.66,0.0
20230412:0003,0.0,0.0,0.0,22.89,1.52,0.0
20230412:0103,0.0,0.0,0.0,22.27,1.38,0.0
20230412:0203,0.0,0.0,0.0,21.59,1.17,0.0
20230412:0303,0.0,0.0,0.0,21.39,0.83,0.0
20230412:0403,0.0,0.0,0.0,21.55,0.62,0.0
20230412:0503,0.0,0.0,0.0,20.96,0.69,0.0
20230412:0603,0.0,0.0,0.0,20.66,0.69,0.0
20230412:0703,0.0,0.0,0.0,20.89,0.62,0.0
20230412:0803,0.0,0.0,0.0,20.54,0.48,0.0
20230412:0903,0.0,0.0,0.0,20.26,0.41,0.0
20230412:1003,294305.0,162.0,13.67,20.86,0.14,0.0
20230412:1103,665252.5,320.0,26.86,23.01,0.34,0.0
20230412:1203,1039802.5,489.0,39.24,24.66,1.79,0.0
20230412:1303,1144577.5,542.0,50.05,25.52,1.86,0.0
20230412:1403,1124832.5,537.0,57.62,26.06,1.59,0.0
20230412:1503,980980.0,470.0,59.43,26.36,1.38,0.0
20230412:1603,861795.0,415.0,54.6,26.89,1.1,0.0
20230412:1703,834212.5,402.0,45.22,26.99,0.9,0.0
20230412:1803,268840.0,141.0,33.53,27.23,0.69,0.0
20230412:1903,77192.5,51.0,20.7,27.12,0.62,0.0
20230412:2003,33220.0,28.0,7.28,26.49,0.48,0.0
20230412:2103,0.0,0.0,0.0,25.26,0.9,0.0
20230412:2203,0.0,0.0,0.0,24.1,1.31,0.0
20230412:2303,0.0,0.0,0.0,23.28,1.38,0.0
20230413:0003,0.0,0.0,0.0,22.87,1.17,0.0
20230413:0103,0.0,0.0,0.0,22.59,1.03,0.0
20230413:0203,0.0,0.0,0.0,22.47,0.9,0.0
20230413:0303,0.0,0.0,0.0,22.04,0.97,0.0
20230413:0403,0.0,0.0,0.0,21.88,0.9,0.0
20230413:0503,0.0,0.0,0.0,22.12,0.69,0.0
20230413:0603,0.0,0.0,0.0,22.26,0.55,0.0
20230413:0703,0.0,0.0,0.0,22.47,0.28,0.0
20230413:0803,0.0,0.0,0.0,22.28,0.14,0.0
20230413:0903,0.0,0.0,0.0,22.14,0.14,0.0
20230413:1003,309127.5,175.0,13.57,22.44,0.14,0.0
20230413:1103,866277.5,418.99,26.73,24.0,0.48,0.0
20230413:1203,1312437.5,627.99,39.08,25.69,0.83,0.0
20230413:1303,1598135.0,777.99,49.81,27.04,0.97,0.0
20230413:1403,1672632.5,822.99,57.3,28.35,1.17,0.0
20230413:1503,1647772.5,814.99,59.07,29.26,1.17,0.0
20230413:1603,1660972.5,824.99,54.25,29.79,0.97,0.0
20230413:1703,1425655.0,700.99,44.92,30.13,0.83,0.0
20230413:1803,1077147.5,526.99,33.27,30.33,0.9,0.0
20230413:1903,585557.5,305.0,20.47,29.88,0.62,0.0
20230413:2003,60830.0,43.0,7.07,28.79,1.31,0.0
20230413:2103,0.0,0.0,0.0,27.59,1.52,0.0
20230413:2203,0.0,0.0,0.0,26.43,1.52,0.0
20230413:2303,0.0,0.0,0.0,25.4,1.38,0.0
20230414:0003,0.0,0.0,0.0,24.48,1.1,0.0
20230414:0103,0.0,0.0,0.0,24.71,0.83,0.0
20230414:0203,0.0,0.0,0.0,25.1,0.55,0.0
20230414:0303,0.0,0.0,0.0,24.71,0.48,0.0
20230414:0403,0.0,0.0,0.0,24.32,0.41,0.0
20230414:0503,0.0,0.0,0.0,24.03,0.41,0.0
20230414:0603,0.0,0.0,0.0,23.75,0.48,0.0
20230414:0703,0.0,0.0,0.0,23.5,0.48,0.0
20230414:0803,0.0,0.0,0.0,23.33,0.55,0.0
20230414:0903,0.0,0.0,0.0,23.19,0.62,0.0
20230414:1003,309237.5,178.0,13.48,23.78,0.28,0.0
20230414:1103,816117.5,398.0,26.61,25.85,0.55,0.0
20230414:1203,1285790.0,620.99,38.91,27.45,0.76,0.0
20230414:1303,1567472.5,768.99,49.58,28.8,0.97,0.0
20230414:1403,1736515.0,864.99,56.98,29.9,1.1,0.0
20230414:1503,1756397.5,878.99,58.7,30.66,1.17,0.0
20230414:1603,1642107.5,814.99,53.91,31.37,1.38,0.0
20230414:1703,1377172.5,680.99,44.63,31.56,0.83,0.0
20230414:1803,1076350.0,534.99,33.02,31.63,0.28,0.0
20230414:1903,132000.0,79.0,20.25,31.79,1.31,0.0
20230414:2003,20625.0,21.0,6.87,30.08,1.24,0.0
20230414:2103,0.0,0.0,0.0,28.05,0.9,0.0
20230414:2203,0.0,0.0,0.0,26.4,0.21,0.0
20230414:2303,0.0,0.0,0.0,25.59,0.07,0.0
20230415:0003,0.0,0.0,0.0,24.94,0.41,0.0
20230415:0103,0.0,0.0,0.0,24.24,0.41,0.0
20230415:0203,0.0,0.0,0.0,23.98,0.48,0.0
20230415:0303,0.0,0.0,0.0,23.67,0.76,0.0
20230415:0403,0.0,0.0,0.0,23.5,0.62,0.0
20230415:0503,0.0,0.0,0.0,23.4,0.48,0.0
20230415:0603,0.0,0.0,0.0,23.61,0.0,0.0
20230415:0703,0.0,0.0,0.0,23.29,0.48,0.0
20230415:0803,0.0,0.0,0.0,23.05,0.62,0.0
20230415:0903,0.0,0.0,0.0,22.68,0.76,0.0
20230415:1003,278657.5,157.0,13.39,23.62,0.69,0.0
20230415:1103,309485.0,158.0,26.48,25.1,0.97,0.0
20230415:1203,888332.5,423.0,38.74,26.51,1.66,0.0
20230415:1303,1310320.0,624.0,49.34,27.84,2.41,0.0
20230415:1403,1615212.5,781.99,56.66,28.76,2.14,0.0
20230415:1503,1703680.0,833.99,58.33,29.45,1.86,0.0
20230415:1603,1657205.0,806.99,53.56,29.72,2.0,0.0
20230415:1703,1422382.5,691.99,44.33,29.74,1.31,0.0
20230415:1803,1028252.5,500.99,32.77,29.09,0.69,0.0
20230415:1903,557975.0,288.0,20.03,28.95,2.41,0.0
20230415:2003,57337.5,41.0,6.67,27.72,1.93,0.0
20230415:2103,0.0,0.0,0.0,26.73,1.59,0.0
20230415:2203,0.0,0.0,0.0,25.91,2.14,0.0
20230415:2303,0.0,0.0,0.0,25.09,2.76,0.0
20230416:0003,0.0,0.0,0.0,24.24,2.97,0.0
20230416:0103,0.0,0.0,0.0,23.68,2.21,0.0
20230416:0203,0.0,0.0,0.0,23.41,1.79,0.0
20230416:0303,0.0,0.0,0.0,23.12,1.31,0.0
20230416:0403,0.0,0.0,0.0,22.6,1.1,0.0
20230416:0503,0.0,0.0,0.0,21.84,0.9,0.0
20230416:0603,0.0,0.0,0.0,21.89,0.69,0.0
20230416:0703,0.0,0.0,0.0,21.54,0.21,0.0
20230416:0803,0.0,0.0,0.0,21.13,0.48,0.0
20230416:0903,0.0,0.0,0.0,20.24,0.83,0.0
20230416:1003,318477.5,182.0,13.29,20.67,0.69,0.0
20230416:1103,864820.0,415.99,26.36,23.21,0.83,0.0
20230416:1203,1278832.5,607.99,38.56,24.59,0.83,0.0
20230416:1303,1272590.0,608.0,49.1,26.04,1.31,0.0
20230416:1403,1328222.5,640.0,56.35,26.95,1.38,0.0
20230416:1503,1331522.5,644.0,57.97,27.35,1.31,0.0
20230416:1603,1282930.0,620.0,53.23,27.65,1.24,0.0
20230416:1703,1345410.0,645.99,44.04,27.89,1.52,0.0
20230416:1803,1022532.5,489.99,32.52,27.66,1.66,0.0
20230416:1903,549312.5,282.0,19.81,26.83,1.24,0.0
20230416:2003,53927.5,39.0,6.47,26.07,1.38,0.0
20230416:2103,0.0,0.0,0.0,25.04,1.52,0.0
20230416:2203,0.0,0.0,0.0,24.39,1.59,0.0
20230416:2303,0.0,0.0,0.0,23.82,1.45,0.0
20230417:0003,0.0,0.0,0.0,23.11,1.38,0.0
20230417:0103,0.0,0.0,0.0,22.59,1.17,0.0
20230417:0203,0.0,0.0,0.0,21.97,1.03,0.0
20230417:0303,0.0,0.0,0.0,21.51,0.97,0.0
20230417:0403,0.0,0.0,0.0,21.36,0.83,0.0
20230417:0503,0.0,0.0,0.0,21.27,0.76,0.0
20230417:0603,0.0,0.0,0.0,21.37,0.62,0.0
20230417:0703,0.0,0.0,0.0,21.09,0.14,0.0
20230417:0803,0.0,0.0,0.0,20.85,0.14,0.0
20230417:0903,0.0,0.0,0.0,20.6,0.28,0.0
20230417:1003,306102.5,174.0,13.19,20.88,0.41,0.0
20230417:1103,799590.0,383.0,26.23,22.79,0.97,0.0
20230417:1203,1159317.5,546.99,38.39,24.34,1.24,0.0
20230417:1303,1499162.5,715.99,48.86,25.75,1.52,0.0
20230417:1403,1657535.0,795.99,56.03,27.23,2.28,0.0
20230417:1503,1769845.0,853.99,57.62,28.31,2.62,0.0
20230417:1603,1680965.0,807.99,52.89,28.93,2.76,0.0
20230417:1703,1436462.5,684.99,43.75,29.37,2.9,0.0
20230417:1803,1052535.0,504.99,32.27,29.59,2.76,0.0
20230417:1903,559762.5,292.0,19.59,29.47,1.86,0.0
20230417:2003,51315.0,38.0,6.27,28.44,0.76,0.0
20230417:2103,0.0,0.0,0.0,28.05,0.48,0.0
20230417:2203,0.0,0.0,0.0,26.69,0.69,0.0
20230417:2303,0.0,0.0,0.0,25.83,0.76,0.0
20230418:0003,0.0,0.0,0.0,25.4,0.69,0.0
20230418:0103,0.0,0.0,0.0,25.17,0.41,0.0
20230418:0203,0.0,0.0,0.0,24.73,0.48,0.0
20230418:0303,0.0,0.0,0.0,24.35,0.41,0.0
20230418:0403,0.0,0.0,0.0,23.96,0.69,0.0
20230418:0503,0.0,0.0,0.0,23.58,0.62,0.0
20230418:0603,0.0,0.0,0.0,23.25,0.69,0.0
20230418:0703,0.0,0.0,0.0,22.7,0.9,0.0
20230418:0803,0.0,0.0,0.0,22.25,0.97,0.0
20230418:0903,0.0,0.0,0.0,22.68,0.76,0.0
20230418:1003,287100.0,165.0,13.1,23.09,0.55,0.0
20230418:1103,780532.5,380.0,26.1,25.54,0.76,0.0
20230418:1203,1190145.0,569.99,38.22,27.41,1.24,0.0
20230418:1303,1294177.5,624.0,48.63,28.9,1.72,0.0
20230418:1403,1619062.5,788.99,55.72,30.24,2.21,0.0
20230418:1503,1749605.0,859.99,57.26,31.36,2.34,0.0
20230418:1603,1506917.5,736.99,52.55,32.24,2.41,0.0
20230418:1703,1389217.5,675.99,43.46,32.78,2.48,0.0
20230418:1803,440852.5,224.0,32.02,32.96,2.48,0.0
20230418:1903,377437.5,197.0,19.37,30.35,1.38,0.0
20230418:2003,47327.5,36.0,6.08,29.28,1.31,0.0
20230418:2103,0.0,0.0,0.0,28.06,1.52,0.0
20230418:2203,0.0,0.0,0.0,26.41,0.76,0.0
20230418:2303,0.0,0.0,0.0,26.51,0.48,0.0
20230419:0003,0.0,0.0,0.0,25.6,0.83,0.0
20230419:0103,0.0,0.0,0.0,26.02,0.48,0.0
20230419:0203,0.0,0.0,0.0,24.92,0.9,0.0
20230419:0303,0.0,0.0,0.0,24.69,0.83,0.0
20230419:0403,0.0,0.0,0.0,24.86,0.69,0.0
20230419:0503,0.0,0.0,0.0,24.67,0.69,0.0
20230419:0603,0.0,0.0,0.0,24.39,0.76,0.0
20230419:0703,0.0,0.0,0.0,23.88,1.31,0.0
20230419:0803,0.0,0.0,0.0,24.19,1.17,0.0
20230419:0903,0.0,0.0,0.0,24.39,1.03,0.0
20230419:1003,72050.0,48.0,13.0,24.93,0.83,0.0
20230419:1103,302775.0,156.0,25.97,26.61,1.03,0.0
20230419:1203,466895.0,231.0,38.04,27.31,1.38,0.0
20230419:1303,643005.0,313.0,48.39,28.23,1.66,0.0
20230419:1403,1084325.0,523.0,55.41,28.55,1.66,0.0
20230419:1503,1682037.5,819.99,56.91,29.23,1.93,0.0
20230419:1603,1192867.5,573.0,52.22,29.49,2.48,0.0
20230419:1703,897792.5,432.0,43.18,29.43,2.28,0.0
20230419:1803,673612.5,327.0,31.78,27.7,1.17,0.0
20230419:1903,80410.0,53.0,19.16,29.07,1.03,0.0
20230419:2003,27665.0,25.0,5.88,28.07,0.55,0.0
20230419:2103,0.0,0.0,0.0,28.05,0.14,0.0
20230419:2203,0.0,0.0,0.0,26.39,0.83,0.0
20230419:2303,0.0,0.0,0.0,25.6,1.24,0.0
20230420:0003,0.0,0.0,0.0,25.01,1.45,0.0
20230420:0103,0.0,0.0,0.0,24.54,1.52,0.0
20230420:0203,0.0,0.0,0.0,24.06,1.38,0.0
20230420:0303,0.0,0.0,0.0,23.4,1.24,0.0
20230420:0403,0.0,0.0,0.0,23.01,1.1,0.0
20230420:0503,0.0,0.0,0.0,22.81,1.03,0.0
20230420:0603,0.0,0.0,0.0,22.84,0.97,0.0
20230420:0703,0.0,0.0,0.0,22.26,1.1,0.0
20230420:0803,0.0,0.0,0.0,22.11,1.03,0.0
20230420:0903,0.0,0.0,0.0,22.22,0.9,0.0
20230420:1003,224730.0,125.0,12.9,22.67,0.9,0.0
20230420:1103,799397.5,387.99,25.84,24.07,0.48,0.0
20230420:1203,1208157.5,580.99,37.87,24.76,0.07,0.0
20230420:1303,1413857.5,681.99,48.15,25.46,0.62,0.0
20230420:1403,1556197.5,752.99,55.1,26.0,1.1,0.0
20230420:1503,1611940.0,781.99,56.56,26.64,1.31,0.0
20230420:1603,1675382.5,805.99,51.9,26.75,1.79,0.0
20230420:1703,1419770.0,669.99,42.9,26.67,2.48,0.0
20230420:1803,975975.0,459.99,31.54,25.78,2.9,0.0
20230420:1903,452870.0,231.0,18.95,25.8,2.48,0.0
20230420:2003,46695.0,35.0,5.7,24.62,2.55,0.0
20230420:2103,0.0,0.0,0.0,23.44,2.48,0.0
20230420:2203,0.0,0.0,0.0,22.6,2.14,0.0
20230420:2303,0.0,0.0,0.0,22.01,1.86,0.0
20230421:0003,0.0,0.0,0.0,21.33,1.59,0.0
20230421:0103,0.0,0.0,0.0,20.49,1.17,0.0
20230421:0203,0.0,0.0,0.0,20.35,1.03,0.0
20230421:0303,0.0,0.0,0.0,20.29,0.9,0.0
20230421:0403,0.0,0.0,0.0,20.33,0.83,0.0
20230421:0503,0.0,0.0,0.0,20.42,0.69,0.0
20230421:0603,0.0,0.0,0.0,20.27,0.69,0.0
20230421:0703,0.0,0.0,0.0,20.59,0.55,0.0
20230421:0803,0.0,0.0,0.0,20.41,0.55,0.0
20230421:0903,0.0,0.0,0.0,20.1,0.62,0.0
20230421:1003,283827.5,160.0,12.8,20.13,0.48,0.0
20230421:1103,776297.5,371.0,25.71,21.39,0.62,0.0
20230421:1203,1281417.5,601.99,37.69,22.6,1.03,0.0
20230421:1303,1527515.0,721.99,47.91,23.72,1.59,0.0
20230421:1403,1749797.5,836.99,54.79,24.84,1.86,0.0
20230421:1503,1768002.5,848.99,56.22,25.68,2.0,0.0
20230421:1603,1648405.0,787.99,51.57,26.25,2.07,0.0
20230421:1703,1163992.5,550.0,42.62,26.25,2.21,0.0
20230421:1803,861135.0,409.0,31.3,26.09,2.34,0.0
20230421:1903,104857.5,64.0,18.74,25.37,2.07,0.0
20230421:2003,16390.0,18.0,5.51,24.34,2.07,0.0
20230421:2103,0.0,0.0,0.0,23.33,2.14,0.0
20230421:2203,0.0,0.0,0.0,22.15,2.07,0.0
20230421:2303,0.0,0.0,0.0,21.31,1.86,0.0
20230422:0003,0.0,0.0,0.0,20.32,1.45,0.0
20230422:0103,0.0,0.0,0.0,19.51,1.1,0.0
20230422:0203,0.0,0.0,0.0,19.34,0.9,0.0
20230422:0303,0.0,0.0,0.0,19.29,0.83,0.0
20230422:0403,0.0,0.0,0.0,19.15,0.76,0.0
20230422:0503,0.0,0.0,0.0,19.18,0.69,0.0
20230422:0603,0.0,0.0,0.0,19.09,0.69,0.0
20230422:0703,0.0,0.0,0.0,20.22,0.69,0.0
20230422:0803,0.0,0.0,0.0,20.08,0.62,0.0
20230422:0903,0.0,0.0,0.0,19.81,0.69,0.0
20230422:1003,67787.5,45.0,12.7,19.97,0.62,0.0
20230422:1103,184937.5,100.0,25.58,21.74,0.76,0.0
20230422:1203,308715.0,156.0,37.51,22.89,1.17,0.0
20230422:1303,788205.0,373.0,47.67,23.98,1.66,0.0
20230422:1403,964067.5,456.0,54.48,24.54,1.72,0.0
20230422:1503,325902.5,165.0,55.87,24.99,1.59,0.0
20230422:1603,948612.5,451.0,51.25,25.27,1.45,0.0
20230422:1703,615395.0,296.0,42.34,25.18,1.52,0.0
20230422:1803,381507.5,190.0,31.06,25.07,1.66,0.0
20230422:1903,142312.5,81.0,18.54,23.25,1.45,0.0
20230422:2003,21532.5,21.0,5.33,22.89,1.52,0.0
20230422:2103,0.0,0.0,0.0,22.01,1.17,0.0
20230422:2203,0.0,0.0,0.0,21.61,1.03,0.0
20230422:2303,0.0,0.0,0.0,21.33,0.97,0.0
20230423:0003,0.0,0.0,0.0,20.93,0.97,0.0
20230423:0103,0.0,0.0,0.0,20.68,0.97,0.0
20230423:0203,0.0,0.0,0.0,20.43,0.97,0.0
20230423:0303,0.0,0.0,0.0,20.01,0.97,0.0
20230423:0403,0.0,0.0,0.0,19.62,0.97,0.0
20230423:0503,0.0,0.0,0.0,19.31,0.9,0.0
20230423:0603,0.0,0.0,0.0,19.17,0.83,0.0
20230423:0703,0.0,0.0,0.0,19.98,0.76,0.0
20230423:0803,0.0,0.0,0.0,19.84,0.76,0.0
20230423:0903,0.0,0.0,0.0,19.88,0.62,0.0
20230423:1003,244640.0,136.0,12.6,20.23,0.41,0.0
20230423:1103,666627.5,320.0,25.45,21.88,0.48,0.0
20230423:1203,1288182.5,606.99,37.34,23.17,1.03,0.0
20230423:1303,1503260.0,712.99,47.43,24.27,1.45,0.0
20230423:1403,1643757.5,786.99,54.18,24.95,1.59,0.0
20230423:1503,1554162.5,743.99,55.54,25.59,1.72,0.0
20230423:1603,1629100.0,777.99,50.94,25.95,1.93,0.0
20230423:1703,1363835.0,643.99,42.07,25.74,2.0,0.0
20230423:1803,998057.5,472.99,30.83,25.66,2.21,0.0
20230423:1903,335940.0,172.0,18.34,24.78,2.48,0.0
20230423:2003,37400.0,30.0,5.15,24.06,2.21,0.0
20230423:2103,0.0,0.0,0.0,23.16,1.86,0.0
20230423:2203,0.0,0.0,0.0,22.2,1.66,0.0
20230423:2303,0.0,0.0,0.0,21.14,1.38,0.0
20230424:0003,0.0,0.0,0.0,20.49,1.1,0.0
20230424:0103,0.0,0.0,0.0,20.55,0.83,0.0
20230424:0203,0.0,0.0,0.0,20.59,0.76,0.0
20230424:0303,0.0,0.0,0.0,20.5,0.69,0.0
20230424:0403,0.0,0.0,0.0,20.13,0.62,0.0
20230424:0503,0.0,0.0,0.0,19.71,0.62,0.0
20230424:0603,0.0,0.0,0.0,19.29,0.62,0.0
20230424:0703,0.0,0.0,0.0,17.89,0.76,0.0
20230424:0803,0.0,0.0,0.0,17.45,0.76,0.0
20230424:0903,0.0,0.0,0.0,17.55,0.69,0.0
20230424:1003,291692.5,169.0,12.5,18.63,0.41,0.0
20230424:1103,842847.5,404.99,25.31,21.2,0.48,0.0
20230424:1203,1274790.0,602.99,37.16,23.0,0.69,0.0
20230424:1303,1564997.5,746.99,47.2,23.97,1.03,0.0
20230424:1403,1722105.0,834.99,53.88,24.76,0.97,0.0
20230424:1503,1678655.0,812.99,55.2,25.23,1.1,0.0
20230424:1603,1426672.5,683.99,50.62,25.74,1.24,0.0
20230424:1703,1351295.0,645.99,41.8,25.82,1.03,0.0
20230424:1803,790762.5,379.0,30.6,25.57,1.03,0.0
20230424:1903,496842.5,259.0,18.14,25.22,1.24,0.0
20230424:2003,39160.0,31.0,4.97,24.48,1.38,0.0
20230424:2103,0.0,0.0,0.0,23.33,1.59,0.0
20230424:2203,0.0,0.0,0.0,22.45,1.59,0.0
20230424:2303,0.0,0.0,0.0,21.36,1.38,0.0
20230425:0003,0.0,0.0,0.0,20.31,1.31,0.0
20230425:0103,0.0,0.0,0.0,19.86,1.1,0.0
20230425:0203,0.0,0.0,0.0,19.87,0.9,0.0
20230425:0303,0.0,0.0,0.0,19.66,0.9,0.0
20230425:0403,0.0,0.0,0.0,19.6,0.83,0.0
20230425:0503,0.0,0.0,0.0,19.82,0.69,0.0
20230425:0603,0.0,0.0,0.0,19.88,0.62,0.0
20230425:0703,0.0,0.0,0.0,19.64,0.41,0.0
20230425:0803,0.0,0.0,0.0,19.52,0.34,0.0
20230425:0903,0.0,0.0,0.0,19.49,0.41,0.0
20230425:1003,293040.0,173.0,12.39,19.8,0.48,0.0
20230425:1103,328075.0,164.0,25.18,21.31,0.48,0.0
20230425:1203,1142652.5,541.99,36.98,22.93,0.28,0.0
20230425:1303,1503507.5,725.99,46.96,24.23,0.34,0.0
20230425:1403,1151700.0,553.0,53.58,25.0,0.55,0.0
20230425:1503,1443255.0,698.99,54.87,25.5,0.69,0.0
20230425:1603,1419137.5,683.99,50.32,25.71,0.83,0.0
20230425:1703,1035127.5,493.0,41.54,25.84,1.1,0.0
20230425:1803,991017.5,474.99,30.38,25.82,1.1,0.0
20230425:1903,469617.5,246.0,17.94,25.89,1.24,0.0
20230425:2003,3382.5,9.0,4.8,25.39,1.24,0.0
20230425:2103,0.0,0.0,0.0,24.41,1.38,0.0
20230425:2203,0.0,0.0,0.0,23.35,1.24,0.0
20230425:2303,0.0,0.0,0.0,22.41,1.17,0.0
20230426:0003,0.0,0.0,0.0,21.81,1.17,0.0
20230426:0103,0.0,0.0,0.0,21.55,0.97,0.0
20230426:0203,0.0,0.0,0.0,21.19,0.97,0.0
20230426:0303,0.0,0.0,0.0,20.89,0.9,0.0
20230426:0403,0.0,0.0,0.0,21.04,0.69,0.0
20230426:0503,0.0,0.0,0.0,21.09,0.55,0.0
20230426:0603,0.0,0.0,0.0,20.81,0.55,0.0
20230426:0703,0.0,0.0,0.0,20.48,0.28,0.0
20230426:0803,0.0,0.0,0.0,20.26,0.14,0.0
20230426:0903,0.0,0.0,0.0,20.02,0.34,0.0
20230426:1003,272140.0,160.0,12.29,20.46,0.28,0.0
20230426:1103,799012.5,386.99,25.05,22.72,0.55,0.0
20230426:1203,1214785.0,574.99,36.8,24.12,0.9,0.0
20230426:1303,1218717.5,579.0,46.72,25.53,1.38,0.0
20230426:1403,1394662.5,667.99,53.28,26.67,1.66,0.0
20230426:1503,1458105.0,701.99,54.54,27.3,1.66,0.0
20230426:1603,1423895.0,685.99,50.01,27.56,1.45,0.0
20230426:1703,1302372.5,625.99,41.27,27.86,1.24,0.0
20230426:1803,933185.0,452.99,30.15,28.09,0.97,0.0
20230426:1903,454575.0,243.0,17.75,28.18,0.48,0.0
20230426:2003,31322.5,27.0,4.63,27.16,0.21,0.0
20230426:2103,0.0,0.0,0.0,25.52,0.69,0.0
