Latitude (decimal degrees):	-22.903
Longitude (decimal degrees):	-43.133
Elevation (m):	46
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2750.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230412:2103,0.0,0.0,0.0,25.47,3.17,0.0
20230412:2203,0.0,0.0,0.0,24.63,3.1,0.0
20230412:2303,0.0,0.0,0.0,24.21,2.83,0.0
20230413:0003,0.0,0.0,0.0,23.85,2.62,0.0
20230413:0103,0.0,0.0,0.0,23.6,2.62,0.0
20230413:0203,0.0,0.0,0.0,23.3,2.55,0.0
20230413:0303,0.0,0.0,0.0,23.2,2.34,0.0
20230413:0403,0.0,0.0,0.0,23.32,2.07,0.0
20230413:0503,0.0,0.0,0.0,23.31,1.72,0.0
20230413:0603,0.0,0.0,0.0,23.44,1.66,0.0
20230413:0703,0.0,0.0,0.0,23.2,1.79,0.0
20230413:0803,0.0,0.0,0.0,22.74,2.07,0.0
20230413:0903,0.0,0.0,0.0,22.48,2.34,0.0
20230413:1003,271865.0,163.0,12.28,23.55,2.48,0.0
20230413:1103,813862.5,392.99,25.33,25.06,2.34,0.0
20230413:1203,1278227.5,602.99,37.57,26.48,2.28,0.0
20230413:1303,1583147.5,758.99,48.23,27.72,2.0,0.0
20230413:1403,1724360.0,846.99,55.78,28.71,1.38,0.0
20230413:1503,1743775.0,865.99,57.94,29.6,1.17,0.0
20230413:1603,1678435.0,821.99,53.72,29.63,1.66,0.0
20230413:1703,1460525.0,699.99,44.89,29.62,2.48,0.0
20230413:1803,1088615.0,518.99,33.57,29.26,3.03,0.0
20230413:1903,590122.5,301.0,21.0,28.82,2.34,0.0
20230413:2003,97185.0,68.0,7.77,27.93,2.0,0.0
20230413:2103,0.0,0.0,0.0,26.62,2.14,0.0
20230413:2203,0.0,0.0,0.0,25.78,2.14,0.0
20230413:2303,0.0,0.0,0.0,25.37,1.79,0.0
20230414:0003,0.0,0.0,0.0,25.48,1.79,0.0
20230414:0103,0.0,0.0,0.0,25.18,1.93,0.0
20230414:0203,0.0,0.0,0.0,24.91,1.59,0.0
20230414:0303,0.0,0.0,0.0,24.66,1.45,0.0
20230414:0403,0.0,0.0,0.0,24.34,1.1,0.0
20230414:0503,0.0,0.0,0.0,23.95,1.03,0.0
20230414:0603,0.0,0.0,0.0,23.83,1.52,0.0
20230414:0703,0.0,0.0,0.0,23.73,1.66,0.0
20230414:0803,0.0,0.0,0.0,24.05,1.31,0.0
20230414:0903,0.0,0.0,0.0,24.2,0.76,0.0
20230414:1003,253275.0,153.0,12.18,24.85,1.1,0.0
20230414:1103,780615.0,381.99,25.2,26.42,1.45,0.0
20230414:1203,1251745.0,598.99,37.39,27.63,1.45,0.0
20230414:1303,1433685.0,693.99,47.99,28.53,1.31,0.0
20230414:1403,1572670.0,768.99,55.47,29.05,1.38,0.0
20230414:1503,1703102.5,834.99,57.58,28.98,1.52,0.0
20230414:1603,1627835.0,786.99,53.37,28.93,2.07,0.0
20230414:1703,1233622.5,587.99,44.58,28.58,2.34,0.0
20230414:1803,704467.5,339.0,33.31,27.76,2.28,0.0
20230414:1903,31570.0,27.0,20.77,25.98,2.48,0.0
20230414:2003,2227.5,8.0,7.56,25.02,2.14,0.0
20230414:2103,0.0,0.0,0.0,24.68,1.93,0.0
20230414:2203,0.0,0.0,0.0,24.0,1.03,0.0
20230414:2303,0.0,0.0,0.0,23.9,0.21,0.0
20230415:0003,0.0,0.0,0.0,23.72,0.9,0.0
20230415:0103,0.0,0.0,0.0,23.29,1.45,0.0
20230415:0203,0.0,0.0,0.0,23.25,1.17,0.0
20230415:0303,0.0,0.0,0.0,23.35,1.24,0.0
20230415:0403,0.0,0.0,0.0,23.28,1.03,0.0
20230415:0503,0.0,0.0,0.0,23.13,1.31,0.0
20230415:0603,0.0,0.0,0.0,22.94,1.24,0.0
20230415:0703,0.0,0.0,0.0,23.07,1.52,0.0
20230415:0803,0.0,0.0,0.0,22.99,1.38,0.0
20230415:0903,0.0,0.0,0.0,22.93,1.38,0.0
20230415:1003,100815.0,62.0,12.08,24.18,1.93,0.0
20230415:1103,312757.5,159.0,25.07,24.88,1.93,0.0
20230415:1203,994895.0,468.0,37.22,25.71,2.34,0.0
20230415:1303,1555180.0,732.99,47.75,26.39,2.69,0.0
20230415:1403,1594917.5,749.99,55.15,27.17,3.86,0.0
20230415:1503,1472542.5,687.99,57.21,27.73,5.38,0.0
20230415:1603,722177.5,340.0,53.03,26.06,7.03,0.0
20230415:1703,953315.0,442.0,44.28,26.08,6.76,0.0
20230415:1803,522362.5,251.0,33.05,25.76,6.41,0.0
20230415:1903,48675.0,36.0,20.54,24.67,6.55,0.0
20230415:2003,46117.5,35.0,7.35,24.06,6.28,0.0
20230415:2103,0.0,0.0,0.0,23.8,5.24,0.0
20230415:2203,0.0,0.0,0.0,23.21,2.83,0.0
20230415:2303,0.0,0.0,0.0,23.28,1.72,0.0
20230416:0003,0.0,0.0,0.0,23.52,1.1,0.0
20230416:0103,0.0,0.0,0.0,23.2,1.59,0.0
20230416:0203,0.0,0.0,0.0,22.97,1.66,0.0
20230416:0303,0.0,0.0,0.0,22.89,1.52,0.0
20230416:0403,0.0,0.0,0.0,22.96,1.24,0.0
20230416:0503,0.0,0.0,0.0,23.07,1.03,0.0
20230416:0603,0.0,0.0,0.0,22.89,0.14,0.0
20230416:0703,0.0,0.0,0.0,22.73,0.41,0.0
20230416:0803,0.0,0.0,0.0,22.57,0.83,0.0
20230416:0903,0.0,0.0,0.0,22.43,1.03,0.0
20230416:1003,255035.0,154.0,11.98,23.11,1.24,0.0
20230416:1103,633985.0,308.0,24.94,24.41,1.03,0.0
20230416:1203,1121862.5,533.99,37.04,25.33,0.83,0.0
20230416:1303,1270142.5,611.99,47.52,25.95,0.55,0.0
20230416:1403,1124007.5,539.0,54.84,26.23,1.1,0.0
20230416:1503,1727715.0,831.99,56.85,26.3,1.79,0.0
20230416:1603,1435170.0,679.99,52.68,26.34,2.41,0.0
20230416:1703,1369885.0,643.99,43.98,26.45,2.69,0.0
20230416:1803,945147.5,446.0,32.79,26.34,2.9,0.0
20230416:1903,583275.0,295.0,20.31,25.82,3.03,0.0
20230416:2003,97515.0,76.0,7.14,25.01,3.03,0.0
20230416:2103,0.0,0.0,0.0,24.44,2.69,0.0
20230416:2203,0.0,0.0,0.0,23.98,2.76,0.0
20230416:2303,0.0,0.0,0.0,23.77,3.31,0.0
20230417:0003,0.0,0.0,0.0,23.68,3.86,0.0
20230417:0103,0.0,0.0,0.0,23.48,3.86,0.0
20230417:0203,0.0,0.0,0.0,23.27,4.07,0.0
20230417:0303,0.0,0.0,0.0,23.24,3.79,0.0
20230417:0403,0.0,0.0,0.0,22.98,2.83,0.0
20230417:0503,0.0,0.0,0.0,22.73,2.76,0.0
20230417:0603,0.0,0.0,0.0,22.44,2.62,0.0
20230417:0703,0.0,0.0,0.0,22.16,2.97,0.0
20230417:0803,0.0,0.0,0.0,21.92,2.76,0.0
20230417:0903,0.0,0.0,0.0,22.26,2.69,0.0
20230417:1003,234657.5,138.0,11.88,23.22,2.41,0.0
20230417:1103,755480.0,364.0,24.81,24.57,2.83,0.0
20230417:1203,1239452.5,575.99,36.87,25.74,3.72,0.0
20230417:1303,1569837.5,732.99,47.28,26.72,3.93,0.0
20230417:1403,1748312.5,826.99,54.53,27.91,3.86,0.0
20230417:1503,1774327.5,848.99,56.5,29.29,3.59,0.0
20230417:1603,1668535.0,798.99,52.34,29.76,3.31,0.0
20230417:1703,1427607.5,685.99,43.68,30.25,2.48,0.0
20230417:1803,1050060.0,509.99,32.53,30.27,1.59,0.0
20230417:1903,488950.0,253.0,20.08,29.72,1.1,0.0
20230417:2003,96085.0,80.0,6.94,28.24,2.34,0.0
20230417:2103,0.0,0.0,0.0,26.34,2.69,0.0
20230417:2203,0.0,0.0,0.0,25.61,2.83,0.0
20230417:2303,0.0,0.0,0.0,25.49,2.97,0.0
20230418:0003,0.0,0.0,0.0,25.17,2.97,0.0
20230418:0103,0.0,0.0,0.0,25.42,2.62,0.0
20230418:0203,0.0,0.0,0.0,25.48,2.0,0.0
20230418:0303,0.0,0.0,0.0,25.68,1.72,0.0
20230418:0403,0.0,0.0,0.0,25.16,1.93,0.0
20230418:0503,0.0,0.0,0.0,24.46,2.41,0.0
20230418:0603,0.0,0.0,0.0,24.08,2.34,0.0
20230418:0703,0.0,0.0,0.0,23.89,2.48,0.0
20230418:0803,0.0,0.0,0.0,23.93,2.62,0.0
20230418:0903,0.0,0.0,0.0,23.91,2.83,0.0
20230418:1003,10147.5,14.0,11.77,25.23,2.48,0.0
20230418:1103,343832.5,174.0,24.68,26.26,2.28,0.0
20230418:1203,208257.5,113.0,36.69,27.51,2.07,0.0
20230418:1303,511747.5,252.0,47.04,28.39,2.28,0.0
20230418:1403,294690.0,153.0,54.22,28.3,2.07,0.0
20230418:1503,231715.0,124.0,56.14,27.96,2.07,0.0
20230418:1603,314325.0,162.0,52.0,27.69,0.97,0.0
20230418:1703,547415.0,268.0,43.39,27.6,1.59,0.0
20230418:1803,306900.0,158.0,32.28,27.85,2.83,0.0
20230418:1903,91465.0,58.0,19.86,27.46,3.31,0.0
20230418:2003,1100.0,7.0,6.74,26.53,2.69,0.0
20230418:2103,0.0,0.0,0.0,25.71,2.76,0.0
20230418:2203,0.0,0.0,0.0,26.6,2.55,0.0
20230418:2303,0.0,0.0,0.0,26.44,2.34,0.0
20230419:0003,0.0,0.0,0.0,26.16,2.28,0.0
20230419:0103,0.0,0.0,0.0,26.15,2.28,0.0
20230419:0203,0.0,0.0,0.0,26.0,0.62,0.0
20230419:0303,0.0,0.0,0.0,26.07,0.48,0.0
20230419:0403,0.0,0.0,0.0,26.08,2.07,0.0
20230419:0503,0.0,0.0,0.0,26.02,3.38,0.0
20230419:0603,0.0,0.0,0.0,25.31,3.79,0.0
20230419:0703,0.0,0.0,0.0,24.83,3.66,0.0
20230419:0803,0.0,0.0,0.0,24.4,4.07,0.0
20230419:0903,0.0,0.0,0.0,24.35,4.41,0.0
20230419:1003,37482.5,30.0,11.67,23.84,4.0,0.0
20230419:1103,174817.5,96.0,24.54,23.85,2.69,0.0
20230419:1203,87037.5,55.0,36.51,23.72,3.38,0.0
20230419:1303,348040.0,173.0,46.8,23.93,4.9,0.0
20230419:1403,284157.5,145.0,53.91,24.5,5.66,0.0
20230419:1503,772530.0,362.0,55.79,25.0,5.59,0.0
20230419:1603,559405.0,268.0,51.67,25.52,5.24,0.0
20230419:1703,331320.0,167.0,43.09,25.76,4.69,0.0
20230419:1803,646250.0,307.0,32.03,25.57,4.28,0.0
20230419:1903,31680.0,27.0,19.64,25.38,3.31,0.0
20230419:2003,46750.0,36.0,6.54,24.96,2.07,0.0
20230419:2103,0.0,0.0,0.0,24.63,0.97,0.0
20230419:2203,0.0,0.0,0.0,24.39,0.97,0.0
20230419:2303,0.0,0.0,0.0,24.04,1.52,0.0
20230420:0003,0.0,0.0,0.0,23.86,1.79,0.0
20230420:0103,0.0,0.0,0.0,23.92,2.0,0.0
20230420:0203,0.0,0.0,0.0,23.7,1.86,0.0
20230420:0303,0.0,0.0,0.0,23.71,1.66,0.0
20230420:0403,0.0,0.0,0.0,23.51,1.72,0.0
20230420:0503,0.0,0.0,0.0,23.25,1.52,0.0
20230420:0603,0.0,0.0,0.0,22.99,1.66,0.0
20230420:0703,0.0,0.0,0.0,22.77,1.59,0.0
20230420:0803,0.0,0.0,0.0,22.43,1.45,0.0
20230420:0903,0.0,0.0,0.0,22.04,1.72,0.0
20230420:1003,213977.5,125.0,11.57,22.58,2.21,0.0
20230420:1103,726962.5,350.0,24.41,23.95,2.76,0.0
20230420:1203,1220147.5,559.99,36.34,24.72,5.24,0.0
20230420:1303,1586035.0,721.99,46.56,24.94,6.55,0.0
20230420:1403,1691195.0,773.99,53.6,25.31,6.62,0.0
20230420:1503,1820390.0,833.99,55.44,25.2,6.48,0.0
20230420:1603,1657287.5,758.99,51.33,25.36,6.28,0.0
20230420:1703,1469902.5,670.99,42.81,25.23,6.14,0.0
20230420:1803,950042.5,440.0,31.78,24.9,6.0,0.0
20230420:1903,445637.5,223.0,19.42,24.6,5.86,0.0
20230420:2003,63112.5,47.0,6.34,24.0,5.17,0.0
20230420:2103,0.0,0.0,0.0,23.17,4.41,0.0
20230420:2203,0.0,0.0,0.0,22.72,3.66,0.0
20230420:2303,0.0,0.0,0.0,22.38,3.17,0.0
20230421:0003,0.0,0.0,0.0,21.96,2.9,0.0
20230421:0103,0.0,0.0,0.0,21.81,2.9,0.0
20230421:0203,0.0,0.0,0.0,21.58,2.69,0.0
20230421:0303,0.0,0.0,0.0,21.11,2.48,0.0
20230421:0403,0.0,0.0,0.0,20.89,2.48,0.0
20230421:0503,0.0,0.0,0.0,20.43,2.41,0.0
20230421:0603,0.0,0.0,0.0,20.24,2.34,0.0
20230421:0703,0.0,0.0,0.0,19.88,2.28,0.0
20230421:0803,0.0,0.0,0.0,19.81,2.21,0.0
20230421:0903,0.0,0.0,0.0,19.57,1.86,0.0
20230421:1003,253302.5,155.0,11.46,20.88,2.07,0.0
20230421:1103,774785.0,370.99,24.27,22.36,2.55,0.0
20230421:1203,1212365.0,560.99,36.16,23.4,2.9,0.0
20230421:1303,1511125.0,706.99,46.32,24.19,2.41,0.0
20230421:1403,1661522.5,787.99,53.3,24.63,2.07,0.0
20230421:1503,1766242.5,843.99,55.1,25.15,2.0,0.0
20230421:1603,1688307.5,801.99,51.01,25.1,2.07,0.0
20230421:1703,1461432.5,685.99,42.52,24.98,2.28,0.0
20230421:1803,1070382.5,502.99,31.53,24.89,2.62,0.0
20230421:1903,566692.5,289.0,19.21,24.54,2.9,0.0
20230421:2003,34787.5,29.0,6.15,23.5,2.55,0.0
20230421:2103,0.0,0.0,0.0,22.56,2.14,0.0
20230421:2203,0.0,0.0,0.0,21.55,2.41,0.0
20230421:2303,0.0,0.0,0.0,21.44,1.86,0.0
20230422:0003,0.0,0.0,0.0,21.2,2.28,0.0
20230422:0103,0.0,0.0,0.0,20.89,2.55,0.0
20230422:0203,0.0,0.0,0.0,20.62,2.41,0.0
20230422:0303,0.0,0.0,0.0,20.45,2.28,0.0
20230422:0403,0.0,0.0,0.0,20.27,2.0,0.0
20230422:0503,0.0,0.0,0.0,20.1,1.79,0.0
20230422:0603,0.0,0.0,0.0,20.05,1.52,0.0
20230422:0703,0.0,0.0,0.0,19.72,1.38,0.0
20230422:0803,0.0,0.0,0.0,19.25,1.45,0.0
20230422:0903,0.0,0.0,0.0,18.93,1.31,0.0
20230422:1003,246977.5,152.0,11.36,20.85,1.24,0.0
20230422:1103,763895.0,367.99,24.14,22.13,1.59,0.0
20230422:1203,1235025.0,574.99,35.98,22.97,1.93,0.0
20230422:1303,1224217.5,573.0,46.09,24.11,2.14,0.0
20230422:1403,1412867.5,665.99,52.99,25.01,2.34,0.0
20230422:1503,1568215.0,740.99,54.76,25.46,2.62,0.0
20230422:1603,1254275.0,588.0,50.68,25.54,3.03,0.0
20230422:1703,1271572.5,590.99,42.24,25.63,3.72,0.0
20230422:1803,1032982.5,482.99,31.29,25.52,4.07,0.0
20230422:1903,531245.0,271.0,19.0,25.31,4.28,0.0
20230422:2003,69795.0,58.0,5.96,24.67,4.07,0.0
20230422:2103,0.0,0.0,0.0,23.99,3.52,0.0
20230422:2203,0.0,0.0,0.0,23.35,3.93,0.0
20230422:2303,0.0,0.0,0.0,23.23,4.0,0.0
20230423:0003,0.0,0.0,0.0,23.1,4.14,0.0
20230423:0103,0.0,0.0,0.0,22.95,4.07,0.0
20230423:0203,0.0,0.0,0.0,22.73,4.14,0.0
20230423:0303,0.0,0.0,0.0,22.3,3.66,0.0
20230423:0403,0.0,0.0,0.0,22.07,2.97,0.0
20230423:0503,0.0,0.0,0.0,21.86,2.76,0.0
20230423:0603,0.0,0.0,0.0,21.52,2.41,0.0
20230423:0703,0.0,0.0,0.0,20.98,1.93,0.0
20230423:0803,0.0,0.0,0.0,20.55,1.45,0.0
20230423:0903,0.0,0.0,0.0,20.08,1.17,0.0
20230423:1003,239745.0,148.0,11.25,21.14,1.38,0.0
20230423:1103,754792.5,365.99,24.0,23.13,1.52,0.0
20230423:1203,1231972.5,575.99,35.8,24.2,2.14,0.0
20230423:1303,1215527.5,568.0,45.85,25.12,2.9,0.0
20230423:1403,1390290.0,651.99,52.69,25.64,3.17,0.0
20230423:1503,761475.0,361.0,54.42,25.94,3.59,0.0
20230423:1603,1135365.0,530.0,50.36,25.94,4.14,0.0
20230423:1703,1150902.5,533.0,41.96,25.52,4.55,0.0
20230423:1803,282837.5,145.0,31.05,25.2,4.69,0.0
20230423:1903,54340.0,39.0,18.79,25.09,4.9,0.0
20230423:2003,4675.0,10.0,5.77,24.35,4.41,0.0
20230423:2103,0.0,0.0,0.0,23.52,3.93,0.0
20230423:2203,0.0,0.0,0.0,22.78,3.31,0.0
20230423:2303,0.0,0.0,0.0,22.22,2.97,0.0
20230424:0003,0.0,0.0,0.0,21.81,3.17,0.0
20230424:0103,0.0,0.0,0.0,21.09,3.17,0.0
20230424:0203,0.0,0.0,0.0,20.8,2.9,0.0
20230424:0303,0.0,0.0,0.0,20.68,2.76,0.0
20230424:0403,0.0,0.0,0.0,20.72,2.48,0.0
20230424:0503,0.0,0.0,0.0,20.4,2.28,0.0
20230424:0603,0.0,0.0,0.0,20.16,1.72,0.0
20230424:0703,0.0,0.0,0.0,19.21,1.17,0.0
20230424:0803,0.0,0.0,0.0,18.84,1.17,0.0
20230424:0903,0.0,0.0,0.0,18.52,1.52,0.0
20230424:1003,242247.5,149.0,11.14,19.08,1.86,0.0
20230424:1103,758642.5,363.99,23.86,20.77,1.52,0.0
20230424:1203,1229305.0,572.99,35.62,22.3,1.52,0.0
20230424:1303,1528532.5,723.99,45.61,23.87,1.31,0.0
20230424:1403,1662595.0,801.99,52.39,24.92,1.03,0.0
20230424:1503,1576850.0,752.99,54.09,25.6,1.79,0.0
20230424:1603,1633775.0,771.99,50.04,25.97,2.62,0.0
20230424:1703,1408192.5,657.99,41.68,25.96,3.1,0.0
20230424:1803,1039582.5,488.99,30.81,25.84,3.45,0.0
20230424:1903,534737.5,276.0,18.58,25.38,3.86,0.0
20230424:2003,50242.5,53.19,5.59,24.51,3.59,0.0
20230424:2103,0.0,0.0,0.0,23.67,2.9,0.0
20230424:2203,0.0,0.0,0.0,23.14,2.62,0.0
20230424:2303,0.0,0.0,0.0,23.05,2.48,0.0
20230425:0003,0.0,0.0,0.0,22.8,2.55,0.0
20230425:0103,0.0,0.0,0.0,22.45,2.48,0.0
20230425:0203,0.0,0.0,0.0,22.1,2.28,0.0
20230425:0303,0.0,0.0,0.0,21.54,1.86,0.0
20230425:0403,0.0,0.0,0.0,21.2,1.93,0.0
20230425:0503,0.0,0.0,0.0,20.93,1.72,0.0
20230425:0603,0.0,0.0,0.0,20.77,1.72,0.0
20230425:0703,0.0,0.0,0.0,20.53,1.52,0.0
20230425:0803,0.0,0.0,0.0,20.39,1.38,0.0
20230425:0903,0.0,0.0,0.0,20.12,1.38,0.0
20230425:1003,222420.0,136.0,11.04,20.6,1.59,0.0
20230425:1103,735157.5,354.99,23.73,21.92,1.59,0.0
20230425:1203,1187780.0,554.99,35.44,23.52,1.79,0.0
20230425:1303,1499492.5,704.99,45.37,24.62,2.0,0.0
20230425:1403,1601160.0,764.99,52.09,25.65,1.66,0.0
20230425:1503,1590435.0,767.99,53.76,26.47,1.31,0.0
20230425:1603,1494597.5,711.99,49.73,26.54,1.93,0.0
20230425:1703,1327617.5,621.99,41.41,26.56,3.03,0.0
20230425:1803,979577.5,460.99,30.58,26.35,4.0,0.0
20230425:1903,244612.5,129.0,18.38,25.76,4.9,0.0
20230425:2003,25190.0,23.82,5.41,25.14,4.83,0.0
20230425:2103,0.0,0.0,0.0,24.26,4.41,0.0
20230425:2203,0.0,0.0,0.0,23.61,4.14,0.0
20230425:2303,0.0,0.0,0.0,23.4,4.14,0.0
20230426:0003,0.0,0.0,0.0,23.19,3.72,0.0
20230426:0103,0.0,0.0,0.0,22.94,3.45,0.0
20230426:0203,0.0,0.0,0.0,22.69,3.24,0.0
20230426:0303,0.0,0.0,0.0,22.39,3.38,0.0
20230426:0403,0.0,0.0,0.0,21.93,2.83,0.0
20230426:0503,0.0,0.0,0.0,21.78,2.55,0.0
20230426:0603,0.0,0.0,0.0,21.69,2.14,0.0
20230426:0703,0.0,0.0,0.0,21.71,1.79,0.0
20230426:0803,0.0,0.0,0.0,21.34,1.93,0.0
20230426:0903,0.0,0.0,0.0,21.31,2.21,0.0
20230426:1003,224015.0,141.0,10.93,22.06,2.21,0.0
20230426:1103,657690.0,319.0,23.59,23.7,2.21,0.0
20230426:1203,1140672.5,533.99,35.26,25.17,2.48,0.0
20230426:1303,1253862.5,588.99,45.14,26.26,2.76,0.0
20230426:1403,1435500.0,679.99,51.8,27.28,2.83,0.0
20230426:1503,1627230.0,776.99,53.43,28.26,2.83,0.0
20230426:1603,1065130.0,508.0,49.42,28.69,2.83,0.0
20230426:1703,507402.5,250.0,41.14,28.7,2.55,0.0
20230426:1803,505367.5,249.0,30.35,28.52,2.41,0.0
20230426:1903,308852.5,162.0,18.18,28.22,2.69,0.0
20230426:2003,43010.0,41.35,5.23,26.71,2.9,0.0
20230426:2103,0.0,0.0,0.0,25.73,2.41,0.0
20230426:2203,0.0,0.0,0.0,25.21,1.24,0.0
20230426:2303,0.0,0.0,0.0,24.84,1.03,0.0
20230427:0003,0.0,0.0,0.0,24.43,0.97,0.0
20230427:0103,0.0,0.0,0.0,24.17,1.24,0.0
20230427:0203,0.0,0.0,0.0,23.77,1.24,0.0
20230427:0303,0.0,0.0,0.0,23.44,0.62,0.0
20230427:0403,0.0,0.0,0.0,23.18,1.86,0.0
20230427:0503,0.0,0.0,0.0,23.22,2.07,0.0
20230427:0603,0.0,0.0,0.0,22.72,1.45,0.0
20230427:0703,0.0,0.0,0.0,22.72,0.9,0.0
20230427:0803,0.0,0.0,0.0,22.58,1.24,0.0
20230427:0903,0.0,0.0,0.0,22.42,1.72,0.0
20230427:1003,217882.5,139.0,10.82,23.82,1.79,0.0
20230427:1103,705072.5,345.99,23.45,25.13,1.93,0.0
20230427:1203,1156100.0,545.99,35.08,26.33,2.14,0.0
20230427:1303,1449827.5,686.99,44.9,27.4,2.41,0.0
20230427:1403,1627752.5,774.99,51.51,28.16,2.9,0.0
20230427:1503,1665647.5,789.99,53.11,28.4,3.52,0.0
20230427:1603,1579710.0,743.99,49.11,28.5,4.0,0.0
20230427:1703,1350717.5,630.99,40.87,27.85,4.21,0.0
20230427:1803,955212.5,452.99,30.12,27.57,3.93,0.0
20230427:1903,478417.5,252.0,17.98,27.3,3.79,0.0
20230427:2003,39792.5,38.08,5.06,26.23,3.1,0.0
20230427:2103,0.0,0.0,0.0,25.19,2.62,0.0
20230427:2203,0.0,0.0,0.0,24.34,2.62,0.0
20230427:2303,0.0,0.0,0.0,23.84,2.21,0.0
20230428:0003,0.0,0.0,0.0,23.63,2.14,0.0
20230428:0103,0.0,0.0,0.0,23.49,2.21,0.0
20230428:0203,0.0,0.0,0.0,23.4,1.93,0.0
20230428:0303,0.0,0.0,0.0,23.16,1.79,0.0
20230428:0403,0.0,0.0,0.0,23.23,1.86,0.0
20230428:0503,0.0,0.0,0.0,23.11,1.66,0.0
20230428:0603,0.0,0.0,0.0,22.8,1.72,0.0
20230428:0703,0.0,0.0,0.0,22.49,1.72,0.0
20230428:0803,0.0,0.0,0.0,22.38,1.79,0.0
20230428:0903,0.0,0.0,0.0,22.37,1.79,0.0
20230428:1003,7425.0,12.0,10.71,22.61,1.86,0.0
20230428:1103,85360.0,54.0,23.31,22.57,1.79,0.0
20230428:1203,147097.5,83.0,34.9,22.7,1.59,0.0
20230428:1303,188732.5,102.0,44.67,22.87,1.93,0.0
20230428:1403,309347.5,156.0,51.22,22.96,2.0,0.0
20230428:1503,691707.5,327.0,52.79,23.24,2.21,0.0
20230428:1603,295185.0,150.0,48.81,23.58,2.34,0.0
20230428:1703,566637.5,271.0,40.61,23.78,2.34,0.0
20230428:1803,212355.0,113.0,29.9,23.72,2.28,0.0
20230428:1903,101612.5,62.0,17.79,23.66,2.41,0.0
20230428:2003,1182.5,7.0,4.89,23.41,1.93,0.0
20230428:2103,0.0,0.0,0.0,23.14,1.45,0.0
20230428:2203,0.0,0.0,0.0,22.93,1.03,0.0
20230428:2303,0.0,0.0,0.0,22.73,1.03,0.0
20230429:0003,0.0,0.0,0.0,22.62,0.62,0.0
20230429:0103,0.0,0.0,0.0,22.38,0.55,0.0
20230429:0203,0.0,0.0,0.0,22.21,0.69,0.0
20230429:0303,0.0,0.0,0.0,22.11,0.76,0.0
20230429:0403,0.0,0.0,0.0,22.07,0.97,0.0
20230429:0503,0.0,0.0,0.0,22.12,0.48,0.0
20230429:0603,0.0,0.0,0.0,22.14,0.34,0.0
20230429:0703,0.0,0.0,0.0,22.01,0.48,0.0
20230429:0803,0.0,0.0,0.0,21.84,0.76,0.0
20230429:0903,0.0,0.0,0.0,21.71,0.76,0.0
20230429:1003,55027.5,39.0,10.6,22.36,1.38,0.0
20230429:1103,370067.5,184.0,23.17,22.95,1.45,0.0
20230429:1203,768817.5,362.0,34.71,23.44,1.79,0.0
20230429:1303,641492.5,305.0,44.43,24.15,2.48,0.0
20230429:1403,566885.0,272.0,50.93,24.67,2.83,0.0
20230429:1503,716347.5,340.0,52.48,24.99,2.76,0.0
20230429:1603,1140727.5,534.0,48.52,24.83,2.62,0.0
20230429:1703,441870.0,216.0,40.36,24.64,2.76,0.0
20230429:1803,154605.0,87.0,29.68,24.62,3.1,0.0
20230429:1903,94985.0,59.0,17.6,24.47,3.31,0.0
20230429:2003,165.0,6.0,4.73,24.16,3.59,0.0
20230429:2103,0.0,0.0,0.0,23.75,3.79,0.0
20230429:2203,0.0,0.0,0.0,23.2,4.41,0.0
20230429:2303,0.0,0.0,0.0,23.11,4.14,0.0
20230430:0003,0.0,0.0,0.0,22.69,3.59,0.0
20230430:0103,0.0,0.0,0.0,22.55,2.69,0.0
20230430:0203,0.0,0.0,0.0,22.4,2.83,0.0
20230430:0303,0.0,0.0,0.0,22.21,2.14,0.0
20230430:0403,0.0,0.0,0.0,22.11,2.0,0.0
20230430:0503,0.0,0.0,0.0,22.44,1.59,0.0
20230430:0603,0.0,0.0,0.0,22.33,1.93,0.0
20230430:0703,0.0,0.0,0.0,22.43,2.21,0.0
20230430:0803,0.0,0.0,0.0,21.97,1.72,0.0
20230430:0903,0.0,0.0,0.0,21.72,1.79,0.0
20230430:1003,200090.0,126.0,10.49,21.68,1.86,0.0
20230430:1103,507815.0,247.0,23.03,22.55,1.86,0.0
20230430:1203,756112.5,354.0,34.53,23.68,3.31,0.0
20230430:1303,871502.5,406.0,44.2,24.41,4.14,0.0
20230430:1403,1350140.0,624.99,50.64,24.77,4.07,0.0
20230430:1503,1476420.0,689.99,52.17,25.52,3.38,0.0
20230430:1603,1368372.5,644.99,48.22,26.44,2.62,0.0
20230430:1703,1288402.5,603.99,40.1,26.58,2.9,0.0
20230430:1803,935247.5,440.99,29.46,26.43,4.48,0.0
20230430:1903,461642.5,243.0,17.42,25.7,5.31,0.0
20230430:2003,33165.0,33.57,4.56,25.09,5.31,0.0
20230430:2103,0.0,0.0,0.0,24.21,4.55,0.0
20230430:2203,0.0,0.0,0.0,23.53,3.93,0.0
20230430:2303,0.0,0.0,0.0,23.02,3.38,0.0
20230501:0003,0.0,0.0,0.0,22.82,3.17,0.0
20230501:0103,0.0,0.0,0.0,22.65,3.31,0.0
