Latitude (decimal degrees):	-23.013
Longitude (decimal degrees):	-44.345
Elevation (m):	260
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2750.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230306:1503,535040.0,259.0,72.59,25.69,2.83,0.0
20230306:1603,837980.0,398.0,68.29,25.81,2.69,0.0
20230306:1703,1743747.5,829.0,57.49,26.34,2.9,0.0
20230306:1803,1273580.0,595.0,44.64,26.17,3.52,0.0
20230306:1903,1042937.5,491.0,31.11,26.31,3.59,0.0
20230306:2003,472340.0,249.0,17.35,26.03,3.72,0.0
20230306:2103,16335.0,18.0,3.56,25.0,3.66,0.0
20230306:2203,0.0,0.0,0.0,25.17,3.79,0.0
20230306:2303,0.0,0.0,0.0,24.85,3.1,0.0
20230307:0003,0.0,0.0,0.0,24.9,2.62,0.0
20230307:0103,0.0,0.0,0.0,24.91,2.41,0.0
20230307:0203,0.0,0.0,0.0,24.97,2.55,0.0
20230307:0303,0.0,0.0,0.0,24.73,2.55,0.0
20230307:0403,0.0,0.0,0.0,24.55,2.55,0.0
20230307:0503,0.0,0.0,0.0,24.55,2.48,0.0
20230307:0603,0.0,0.0,0.0,24.21,2.41,0.0
20230307:0703,0.0,0.0,0.0,24.02,2.48,0.0
20230307:0803,0.0,0.0,0.0,23.69,2.62,0.0
20230307:0903,0.0,0.0,0.0,23.66,2.69,0.0
20230307:1003,195717.5,106.0,14.55,25.11,3.03,0.0
20230307:1103,421437.5,208.0,28.33,25.83,2.9,0.0
20230307:1203,331017.5,168.0,41.9,26.67,2.97,0.0
20230307:1303,274477.5,143.0,54.9,27.36,2.69,0.0
20230307:1403,864297.5,416.0,66.22,27.96,2.07,0.0
20230307:1503,1527900.0,750.0,72.21,28.44,1.45,0.0
20230307:1603,215297.5,117.0,67.94,28.18,0.34,0.0
20230307:1703,151937.5,87.0,57.22,27.46,1.1,0.0
20230307:1803,101777.5,63.0,44.41,26.78,0.41,0.0
20230307:1903,83682.5,54.0,30.91,25.99,0.28,0.0
20230307:2003,28187.5,25.0,17.15,24.91,1.38,0.0
20230307:2103,0.0,2.0,3.36,23.77,1.59,0.0
20230307:2203,0.0,0.0,0.0,24.06,1.79,0.0
20230307:2303,0.0,0.0,0.0,24.0,1.79,0.0
20230308:0003,0.0,0.0,0.0,23.87,1.66,0.0
20230308:0103,0.0,0.0,0.0,23.72,1.66,0.0
20230308:0203,0.0,0.0,0.0,23.91,1.86,0.0
20230308:0303,0.0,0.0,0.0,23.73,2.0,0.0
20230308:0403,0.0,0.0,0.0,23.56,2.21,0.0
20230308:0503,0.0,0.0,0.0,23.4,2.55,0.0
20230308:0603,0.0,0.0,0.0,23.09,2.83,0.0
20230308:0703,0.0,0.0,0.0,23.18,2.83,0.0
20230308:0803,0.0,0.0,0.0,23.2,2.83,0.0
20230308:0903,0.0,0.0,0.0,23.26,2.69,0.0
20230308:1003,141872.5,81.0,14.46,24.3,3.24,0.0
20230308:1103,632692.5,302.0,28.22,24.83,3.17,0.0
20230308:1203,871557.5,410.0,41.78,25.44,3.03,0.0
20230308:1303,1355227.5,641.0,54.73,26.24,2.69,0.0
20230308:1403,1456372.5,700.0,65.96,27.17,2.21,0.0
20230308:1503,1122467.5,542.0,71.82,28.12,1.79,0.0
20230308:1603,1121890.0,545.0,67.59,28.61,1.38,0.0
20230308:1703,1350855.0,651.0,56.94,28.8,2.21,0.0
20230308:1803,1192840.0,568.0,44.18,27.87,2.21,0.0
20230308:1903,301565.0,155.0,30.7,26.39,1.59,0.0
20230308:2003,22797.5,22.0,16.95,26.11,1.45,0.0
20230308:2103,0.0,2.0,3.15,25.69,1.59,0.0
20230308:2203,0.0,0.0,0.0,24.81,2.21,0.0
20230308:2303,0.0,0.0,0.0,24.67,2.55,0.0
20230309:0003,0.0,0.0,0.0,24.65,2.55,0.0
20230309:0103,0.0,0.0,0.0,24.35,2.62,0.0
20230309:0203,0.0,0.0,0.0,24.26,2.55,0.0
20230309:0303,0.0,0.0,0.0,24.23,2.48,0.0
20230309:0403,0.0,0.0,0.0,24.08,2.21,0.0
20230309:0503,0.0,0.0,0.0,23.86,2.07,0.0
20230309:0603,0.0,0.0,0.0,23.87,1.93,0.0
20230309:0703,0.0,0.0,0.0,23.82,1.72,0.0
20230309:0803,0.0,0.0,0.0,23.66,1.59,0.0
20230309:0903,0.0,0.0,0.0,23.61,1.45,0.0
20230309:1003,140745.0,81.0,14.36,25.46,1.66,0.0
20230309:1103,919875.0,443.0,28.12,26.4,1.66,0.0
20230309:1203,1343842.5,643.0,41.66,27.3,1.45,0.0
20230309:1303,1643070.0,808.0,54.56,28.07,0.97,0.0
20230309:1403,1859247.5,940.99,65.69,28.85,0.69,0.0
20230309:1503,1918730.0,968.99,71.44,29.24,1.1,0.0
20230309:1603,1780157.5,879.0,67.23,29.23,1.79,0.0
20230309:1703,438102.5,217.0,56.66,26.78,1.93,0.0
20230309:1803,1258922.5,609.0,43.94,26.55,0.41,0.0
20230309:1903,281050.0,146.0,30.48,26.15,0.48,0.0
20230309:2003,42625.0,33.0,16.74,25.48,0.21,0.0
20230309:2103,0.0,2.0,2.94,24.9,0.55,0.0
20230309:2203,0.0,0.0,0.0,24.69,0.48,0.0
20230309:2303,0.0,0.0,0.0,24.02,0.48,0.0
20230310:0003,0.0,0.0,0.0,23.96,0.83,0.0
20230310:0103,0.0,0.0,0.0,24.34,0.97,0.0
20230310:0203,0.0,0.0,0.0,24.34,1.31,0.0
20230310:0303,0.0,0.0,0.0,23.93,1.45,0.0
20230310:0403,0.0,0.0,0.0,23.88,1.24,0.0
20230310:0503,0.0,0.0,0.0,23.68,1.1,0.0
20230310:0603,0.0,0.0,0.0,23.61,0.9,0.0
20230310:0703,0.0,0.0,0.0,23.69,0.83,0.0
20230310:0803,0.0,0.0,0.0,23.85,0.76,0.0
20230310:0903,0.0,0.0,0.0,23.96,0.62,0.0
20230310:1003,119542.5,71.0,14.27,24.97,0.48,0.0
20230310:1103,881622.5,427.0,28.02,25.52,0.55,0.0
20230310:1203,1318130.0,635.0,41.53,26.19,0.55,0.0
20230310:1303,1643235.0,811.0,54.39,26.9,0.48,0.0
20230310:1403,1838485.0,918.99,65.43,27.31,0.76,0.0
20230310:1503,1871677.5,927.0,71.05,27.64,1.45,0.0
20230310:1603,1617330.0,774.0,66.87,25.75,2.28,0.0
20230310:1703,1285185.0,606.0,56.38,25.13,2.41,0.0
20230310:1803,608465.0,293.0,43.7,25.28,1.52,0.0
20230310:1903,438102.5,216.0,30.26,25.68,1.72,0.0
20230310:2003,247555.0,132.0,16.53,25.5,1.72,0.0
20230310:2103,0.0,2.0,2.73,24.49,1.31,0.0
20230310:2203,0.0,0.0,0.0,22.76,1.1,0.0
20230310:2303,0.0,0.0,0.0,22.52,0.48,0.0
20230311:0003,0.0,0.0,0.0,22.93,1.03,0.0
20230311:0103,0.0,0.0,0.0,23.19,1.24,0.0
20230311:0203,0.0,0.0,0.0,23.19,1.38,0.0
20230311:0303,0.0,0.0,0.0,23.06,1.1,0.0
20230311:0403,0.0,0.0,0.0,23.21,0.9,0.0
20230311:0503,0.0,0.0,0.0,23.32,0.97,0.0
20230311:0603,0.0,0.0,0.0,23.37,1.31,0.0
20230311:0703,0.0,0.0,0.0,23.5,1.66,0.0
20230311:0803,0.0,0.0,0.0,23.61,1.45,0.0
20230311:0903,0.0,0.0,0.0,23.5,1.1,0.0
20230311:1003,185597.5,101.0,14.18,23.59,1.24,0.0
20230311:1103,555802.5,269.0,27.92,24.05,0.83,0.0
20230311:1203,732627.5,350.0,41.41,24.45,0.76,0.0
20230311:1303,470442.5,230.0,54.21,24.45,1.1,0.0
20230311:1403,695722.5,333.0,65.16,24.57,1.24,0.0
20230311:1503,520602.5,253.0,70.66,24.94,1.38,0.0
20230311:1603,504900.0,245.0,66.51,24.78,2.07,0.0
20230311:1703,584210.0,281.0,56.09,24.14,1.31,0.0
20230311:1803,471075.0,229.0,43.46,23.75,1.66,0.0
20230311:1903,80850.0,52.0,30.04,23.44,1.59,0.0
20230311:2003,76862.5,50.0,16.32,23.1,1.31,0.0
20230311:2103,0.0,2.0,2.52,22.69,1.52,0.0
20230311:2203,0.0,0.0,0.0,22.25,2.41,0.0
20230311:2303,0.0,0.0,0.0,22.4,3.03,0.0
20230312:0003,0.0,0.0,0.0,22.37,3.1,0.0
20230312:0103,0.0,0.0,0.0,21.88,3.17,0.0
20230312:0203,0.0,0.0,0.0,21.82,3.24,0.0
20230312:0303,0.0,0.0,0.0,21.76,3.45,0.0
20230312:0403,0.0,0.0,0.0,21.75,3.38,0.0
20230312:0503,0.0,0.0,0.0,21.64,3.31,0.0
20230312:0603,0.0,0.0,0.0,21.86,3.03,0.0
20230312:0703,0.0,0.0,0.0,21.99,3.03,0.0
20230312:0803,0.0,0.0,0.0,22.14,3.03,0.0
20230312:0903,0.0,0.0,0.0,22.09,2.69,0.0
20230312:1003,184030.0,100.0,14.08,23.21,2.0,0.0
20230312:1103,767992.5,364.0,27.82,23.73,2.34,0.0
20230312:1203,1115207.5,521.0,41.28,24.57,2.41,0.0
20230312:1303,1345630.0,634.0,54.04,25.67,2.69,0.0
20230312:1403,1685997.5,804.0,64.88,26.13,2.76,0.0
20230312:1503,1233045.0,585.0,70.27,26.77,3.1,0.0
20230312:1603,1165285.0,551.0,66.15,26.96,3.59,0.0
20230312:1703,293480.0,151.0,55.8,26.7,3.38,0.0
20230312:1803,98395.0,61.0,43.21,25.92,2.83,0.0
20230312:1903,84810.0,54.0,29.82,24.0,2.9,0.0
20230312:2003,43312.5,33.0,16.11,22.92,2.97,0.0
20230312:2103,0.0,1.0,2.31,23.1,2.48,0.0
20230312:2203,0.0,0.0,0.0,22.94,1.59,0.0
20230312:2303,0.0,0.0,0.0,23.03,1.24,0.0
20230313:0003,0.0,0.0,0.0,23.01,1.72,0.0
20230313:0103,0.0,0.0,0.0,22.83,1.93,0.0
20230313:0203,0.0,0.0,0.0,22.7,2.55,0.0
20230313:0303,0.0,0.0,0.0,22.74,3.17,0.0
20230313:0403,0.0,0.0,0.0,22.65,2.83,0.0
20230313:0503,0.0,0.0,0.0,22.59,2.83,0.0
20230313:0603,0.0,0.0,0.0,22.73,2.62,0.0
20230313:0703,0.0,0.0,0.0,22.83,2.69,0.0
20230313:0803,0.0,0.0,0.0,22.93,2.83,0.0
20230313:0903,0.0,0.0,0.0,23.01,2.76,0.0
20230313:1003,183892.5,100.0,13.99,23.57,2.76,0.0
20230313:1103,763070.0,362.0,27.72,23.99,2.48,0.0
20230313:1203,900597.5,422.0,41.16,24.46,2.62,0.0
20230313:1303,861575.0,406.0,53.86,25.04,2.97,0.0
20230313:1403,1419220.0,670.0,64.61,25.83,3.17,0.0
20230313:1503,1531007.5,725.0,69.88,26.77,3.72,0.0
20230313:1603,1000202.5,473.0,65.78,27.21,4.07,0.0
20230313:1703,1067907.5,502.0,55.5,27.13,4.48,0.0
20230313:1803,777727.5,367.0,42.96,26.49,4.69,0.0
20230313:1903,439092.5,215.0,29.59,25.68,4.34,0.0
20230313:2003,19662.5,20.0,15.89,24.56,3.86,0.0
20230313:2103,0.0,1.0,2.09,23.81,3.66,0.0
20230313:2203,0.0,0.0,0.0,23.88,3.03,0.0
20230313:2303,0.0,0.0,0.0,23.68,3.72,0.0
20230314:0003,0.0,0.0,0.0,23.46,3.17,0.0
20230314:0103,0.0,0.0,0.0,23.56,2.83,0.0
20230314:0203,0.0,0.0,0.0,23.63,2.9,0.0
20230314:0303,0.0,0.0,0.0,23.44,2.76,0.0
20230314:0403,0.0,0.0,0.0,23.28,2.62,0.0
20230314:0503,0.0,0.0,0.0,23.05,2.62,0.0
20230314:0603,0.0,0.0,0.0,23.05,2.69,0.0
20230314:0703,0.0,0.0,0.0,22.83,2.55,0.0
20230314:0803,0.0,0.0,0.0,22.73,2.34,0.0
20230314:0903,0.0,0.0,0.0,22.68,2.14,0.0
20230314:1003,107910.0,65.0,13.9,23.58,1.79,0.0
20230314:1103,489967.5,238.0,27.62,24.12,1.79,0.0
20230314:1203,765930.0,363.0,41.03,24.8,1.93,0.0
20230314:1303,1271380.0,601.0,53.68,25.22,2.07,0.0
20230314:1403,1642025.0,781.0,64.33,25.64,2.69,0.0
20230314:1503,1790607.5,852.0,69.49,26.44,3.52,0.0
20230314:1603,1813047.5,857.0,65.41,26.28,3.93,0.0
20230314:1703,1694137.5,794.0,55.2,26.51,4.14,0.0
20230314:1803,1233870.0,573.0,42.71,26.24,4.41,0.0
20230314:1903,430375.0,211.0,29.36,25.57,4.41,0.0
20230314:2003,309952.5,164.0,15.67,24.53,4.14,0.0
20230314:2103,0.0,4.0,1.87,23.36,3.86,0.0
20230314:2203,0.0,0.0,0.0,23.39,3.93,0.0
20230314:2303,0.0,0.0,0.0,23.43,3.31,0.0
20230315:0003,0.0,0.0,0.0,23.33,3.17,0.0
20230315:0103,0.0,0.0,0.0,23.52,3.03,0.0
20230315:0203,0.0,0.0,0.0,23.36,2.83,0.0
20230315:0303,0.0,0.0,0.0,22.92,2.48,0.0
20230315:0403,0.0,0.0,0.0,22.9,2.14,0.0
20230315:0503,0.0,0.0,0.0,22.55,1.93,0.0
20230315:0603,0.0,0.0,0.0,22.39,1.66,0.0
20230315:0703,0.0,0.0,0.0,22.13,1.79,0.0
20230315:0803,0.0,0.0,0.0,21.52,1.66,0.0
20230315:0903,0.0,0.0,0.0,21.31,1.45,0.0
20230315:1003,114757.5,68.0,13.81,22.62,1.31,0.0
20230315:1103,851427.5,406.0,27.51,23.72,1.45,0.0
20230315:1203,1051105.0,495.0,40.9,24.69,1.66,0.0
20230315:1303,1277127.5,604.0,53.5,25.13,2.0,0.0
20230315:1403,1237115.0,587.0,64.05,25.61,2.28,0.0
20230315:1503,1614635.0,770.0,69.1,26.26,2.9,0.0
20230315:1603,1592772.5,753.0,65.04,25.91,3.38,0.0
20230315:1703,1513215.0,708.0,54.9,25.41,3.59,0.0
20230315:1803,1009305.0,471.0,42.45,25.29,3.59,0.0
20230315:1903,314132.5,159.0,29.13,24.97,3.72,0.0
20230315:2003,177787.5,98.0,15.45,24.36,3.86,0.0
20230315:2103,0.0,1.0,1.65,23.1,3.59,0.0
20230315:2203,0.0,0.0,0.0,23.16,3.24,0.0
20230315:2303,0.0,0.0,0.0,23.03,3.17,0.0
20230316:0003,0.0,0.0,0.0,23.1,2.83,0.0
20230316:0103,0.0,0.0,0.0,23.06,2.62,0.0
20230316:0203,0.0,0.0,0.0,22.96,2.34,0.0
20230316:0303,0.0,0.0,0.0,22.25,2.07,0.0
20230316:0403,0.0,0.0,0.0,22.25,1.66,0.0
20230316:0503,0.0,0.0,0.0,22.08,1.31,0.0
20230316:0603,0.0,0.0,0.0,21.76,0.97,0.0
20230316:0703,0.0,0.0,0.0,21.59,0.62,0.0
20230316:0803,0.0,0.0,0.0,21.35,0.55,0.0
20230316:0903,0.0,0.0,0.0,21.33,0.9,0.0
20230316:1003,112805.0,67.0,13.72,22.32,1.38,0.0
20230316:1103,884290.0,421.0,27.41,23.46,1.59,0.0
20230316:1203,1336857.5,627.0,40.77,24.28,1.86,0.0
20230316:1303,1732335.0,827.99,53.31,24.92,1.79,0.0
20230316:1403,1727907.5,831.0,63.76,25.69,2.07,0.0
20230316:1503,1542062.5,736.0,68.71,26.27,2.69,0.0
20230316:1603,1534362.5,725.0,64.66,26.08,3.45,0.0
20230316:1703,1403462.5,656.0,54.6,26.02,4.07,0.0
20230316:1803,1088725.0,506.0,42.19,25.51,4.21,0.0
20230316:1903,650870.0,309.0,28.89,24.71,3.93,0.0
20230316:2003,350322.5,188.0,15.23,24.02,3.66,0.0
20230316:2103,0.0,1.0,1.43,23.29,3.38,0.0
20230316:2203,0.0,0.0,0.0,22.86,3.1,0.0
20230316:2303,0.0,0.0,0.0,22.71,3.03,0.0
20230317:0003,0.0,0.0,0.0,22.64,2.83,0.0
20230317:0103,0.0,0.0,0.0,22.33,2.28,0.0
20230317:0203,0.0,0.0,0.0,22.62,2.14,0.0
20230317:0303,0.0,0.0,0.0,22.23,1.79,0.0
20230317:0403,0.0,0.0,0.0,22.0,1.38,0.0
20230317:0503,0.0,0.0,0.0,21.42,1.1,0.0
20230317:0603,0.0,0.0,0.0,21.8,1.17,0.0
20230317:0703,0.0,0.0,0.0,21.6,0.97,0.0
20230317:0803,0.0,0.0,0.0,21.6,0.62,0.0
20230317:0903,0.0,0.0,0.0,21.69,0.48,0.0
20230317:1003,116985.0,69.0,13.63,22.23,0.48,0.0
20230317:1103,860392.5,413.0,27.31,23.12,0.48,0.0
20230317:1203,1274075.0,607.0,40.64,24.05,0.55,0.0
20230317:1303,1549240.0,741.0,53.13,24.57,1.31,0.0
20230317:1403,1615597.5,771.0,63.48,25.13,2.21,0.0
20230317:1503,1444630.0,687.0,68.31,25.65,2.55,0.0
20230317:1603,1442155.0,683.0,64.29,25.51,2.76,0.0
20230317:1703,1286367.5,605.0,54.29,25.39,2.83,0.0
20230317:1803,892897.5,419.0,41.93,25.05,3.03,0.0
20230317:1903,524755.0,253.0,28.66,24.67,3.1,0.0
20230317:2003,162855.0,91.0,15.0,23.99,3.17,0.0
20230317:2103,0.0,0.0,0.0,23.25,3.1,0.0
20230317:2203,0.0,0.0,0.0,22.94,2.97,0.0
20230317:2303,0.0,0.0,0.0,22.87,2.9,0.0
20230318:0003,0.0,0.0,0.0,22.61,2.62,0.0
20230318:0103,0.0,0.0,0.0,22.41,2.41,0.0
20230318:0203,0.0,0.0,0.0,22.54,1.93,0.0
20230318:0303,0.0,0.0,0.0,22.26,1.52,0.0
20230318:0403,0.0,0.0,0.0,22.73,1.03,0.0
20230318:0503,0.0,0.0,0.0,21.65,0.62,0.0
20230318:0603,0.0,0.0,0.0,21.54,0.76,0.0
20230318:0703,0.0,0.0,0.0,21.54,0.76,0.0
20230318:0803,0.0,0.0,0.0,21.35,0.69,0.0
20230318:0903,0.0,0.0,0.0,21.28,0.55,0.0
20230318:1003,114372.5,68.0,13.54,23.06,0.55,0.0
20230318:1103,862510.0,414.0,27.21,23.91,0.97,0.0
20230318:1203,1212035.0,570.0,40.5,24.55,1.66,0.0
20230318:1303,1258235.0,594.0,52.94,25.01,2.07,0.0
20230318:1403,1063260.0,504.0,63.19,25.73,2.34,0.0
20230318:1503,1441990.0,687.0,67.92,26.12,2.55,0.0
20230318:1603,1554712.5,740.0,63.91,25.94,2.62,0.0
20230318:1703,1362322.5,642.0,53.98,26.08,2.97,0.0
20230318:1803,678727.5,323.0,41.67,25.62,3.1,0.0
20230318:1903,277392.5,143.0,28.42,25.33,2.9,0.0
20230318:2003,194645.0,107.0,14.78,24.84,2.69,0.0
20230318:2103,0.0,0.0,0.0,23.59,2.28,0.0
20230318:2203,0.0,0.0,0.0,23.15,2.48,0.0
20230318:2303,0.0,0.0,0.0,22.9,2.62,0.0
20230319:0003,0.0,0.0,0.0,22.64,2.34,0.0
20230319:0103,0.0,0.0,0.0,22.55,1.79,0.0
20230319:0203,0.0,0.0,0.0,22.91,1.45,0.0
20230319:0303,0.0,0.0,0.0,22.49,1.24,0.0
20230319:0403,0.0,0.0,0.0,22.73,1.52,0.0
20230319:0503,0.0,0.0,0.0,22.56,1.66,0.0
20230319:0603,0.0,0.0,0.0,22.49,1.52,0.0
20230319:0703,0.0,0.0,0.0,22.57,1.38,0.0
20230319:0803,0.0,0.0,0.0,22.91,1.31,0.0
20230319:0903,0.0,0.0,0.0,22.92,1.17,0.0
20230319:1003,114070.0,68.0,13.45,23.67,0.97,0.0
20230319:1103,839217.5,404.0,27.1,24.7,1.1,0.0
20230319:1203,1326352.5,629.0,40.37,25.31,1.31,0.0
20230319:1303,1663392.5,801.99,52.75,25.93,1.38,0.0
20230319:1403,1884492.5,922.99,62.9,26.72,1.59,0.0
20230319:1503,1892220.0,922.99,67.53,27.32,2.14,0.0
20230319:1603,1708410.0,823.0,63.53,27.55,2.55,0.0
20230319:1703,1038152.5,491.0,53.66,27.02,3.24,0.0
20230319:1803,668745.0,319.0,41.4,26.19,3.38,0.0
20230319:1903,438982.5,216.0,28.18,26.08,3.17,0.0
20230319:2003,195800.0,108.0,14.55,25.43,2.62,0.0
20230319:2103,0.0,0.0,0.0,24.21,2.76,0.0
20230319:2203,0.0,0.0,0.0,23.3,2.07,0.0
20230319:2303,0.0,0.0,0.0,23.06,2.07,0.0
20230320:0003,0.0,0.0,0.0,23.49,1.66,0.0
20230320:0103,0.0,0.0,0.0,23.49,1.52,0.0
20230320:0203,0.0,0.0,0.0,23.55,1.38,0.0
20230320:0303,0.0,0.0,0.0,23.26,1.45,0.0
20230320:0403,0.0,0.0,0.0,23.31,1.24,0.0
20230320:0503,0.0,0.0,0.0,23.12,1.24,0.0
20230320:0603,0.0,0.0,0.0,22.69,1.31,0.0
20230320:0703,0.0,0.0,0.0,22.25,1.45,0.0
20230320:0803,0.0,0.0,0.0,22.31,1.59,0.0
20230320:0903,0.0,0.0,0.0,22.27,1.66,0.0
20230320:1003,109450.0,66.0,13.37,24.53,1.45,0.0
20230320:1103,848347.5,409.0,27.0,25.42,1.45,0.0
20230320:1203,1325610.0,631.0,40.23,26.2,1.38,0.0
20230320:1303,1645270.0,798.99,52.55,26.98,1.24,0.0
20230320:1403,1866012.5,934.99,62.61,27.9,0.83,0.0
20230320:1503,1897390.0,965.99,67.13,28.62,0.55,0.0
20230320:1603,1836945.0,909.99,63.15,28.96,1.52,0.0
20230320:1703,1675657.5,803.99,53.35,27.51,2.28,0.0
20230320:1803,1303912.5,616.0,41.13,26.61,2.21,0.0
20230320:1903,804925.0,387.0,27.94,26.73,2.21,0.0
20230320:2003,306350.0,170.0,14.32,25.96,2.0,0.0
20230320:2103,0.0,0.0,0.0,24.53,1.52,0.0
20230320:2203,0.0,0.0,0.0,23.19,1.1,0.0
20230320:2303,0.0,0.0,0.0,23.44,1.1,0.0
20230321:0003,0.0,0.0,0.0,23.48,1.66,0.0
20230321:0103,0.0,0.0,0.0,23.26,1.59,0.0
20230321:0203,0.0,0.0,0.0,22.98,2.0,0.0
20230321:0303,0.0,0.0,0.0,22.92,2.0,0.0
20230321:0403,0.0,0.0,0.0,22.9,2.0,0.0
20230321:0503,0.0,0.0,0.0,22.68,1.86,0.0
20230321:0603,0.0,0.0,0.0,22.64,1.72,0.0
20230321:0703,0.0,0.0,0.0,22.9,1.59,0.0
20230321:0803,0.0,0.0,0.0,23.31,1.45,0.0
20230321:0903,0.0,0.0,0.0,23.01,1.38,0.0
20230321:1003,100705.0,62.0,13.28,25.09,1.1,0.0
20230321:1103,848705.0,414.0,26.89,25.93,0.48,0.0
20230321:1203,1308505.0,631.0,40.1,26.38,0.55,0.0
20230321:1303,1654977.5,799.99,52.36,26.88,1.52,0.0
20230321:1403,1804027.5,875.99,62.31,27.06,2.0,0.0
20230321:1503,1882897.5,913.99,66.74,27.27,2.41,0.0
20230321:1603,1748725.0,837.99,62.77,27.01,2.83,0.0
20230321:1703,1690260.0,802.99,53.03,26.99,2.9,0.0
20230321:1803,1313482.5,618.0,40.86,26.63,2.69,0.0
20230321:1903,707052.5,340.0,27.69,26.01,2.07,0.0
20230321:2003,221842.5,122.0,14.09,25.52,2.0,0.0
20230321:2103,0.0,0.0,0.0,24.41,1.72,0.0
20230321:2203,0.0,0.0,0.0,23.51,1.52,0.0
20230321:2303,0.0,0.0,0.0,23.12,1.31,0.0
20230322:0003,0.0,0.0,0.0,22.71,0.41,0.0
20230322:0103,0.0,0.0,0.0,22.99,0.62,0.0
20230322:0203,0.0,0.0,0.0,23.01,0.69,0.0
20230322:0303,0.0,0.0,0.0,22.9,0.41,0.0
20230322:0403,0.0,0.0,0.0,22.47,0.76,0.0
20230322:0503,0.0,0.0,0.0,22.29,0.69,0.0
20230322:0603,0.0,0.0,0.0,21.95,0.21,0.0
20230322:0703,0.0,0.0,0.0,21.8,0.76,0.0
20230322:0803,0.0,0.0,0.0,21.54,1.31,0.0
20230322:0903,0.0,0.0,0.0,21.28,1.66,0.0
20230322:1003,119020.0,70.0,13.19,22.75,1.66,0.0
20230322:1103,734442.5,352.0,26.79,23.86,1.24,0.0
20230322:1203,1151590.0,550.0,39.96,24.62,0.41,0.0
20230322:1303,1300282.5,629.0,52.16,25.42,0.41,0.0
20230322:1403,1025612.5,491.0,62.02,25.83,1.24,0.0
20230322:1503,1399915.0,672.0,66.35,26.47,1.93,0.0
20230322:1603,1131047.5,536.0,62.39,26.24,2.69,0.0
20230322:1703,837870.0,397.0,52.72,26.15,3.1,0.0
20230322:1803,431777.5,212.0,40.59,25.42,3.24,0.0
20230322:1903,128590.0,75.0,27.45,24.78,2.97,0.0
20230322:2003,50682.5,37.0,13.86,24.08,2.48,0.0
20230322:2103,0.0,0.0,0.0,23.23,1.93,0.0
20230322:2203,0.0,0.0,0.0,22.83,1.79,0.0
20230322:2303,0.0,0.0,0.0,22.86,1.66,0.0
20230323:0003,0.0,0.0,0.0,22.94,1.52,0.0
20230323:0103,0.0,0.0,0.0,22.55,1.17,0.0
20230323:0203,0.0,0.0,0.0,22.31,0.76,0.0
20230323:0303,0.0,0.0,0.0,22.55,0.69,0.0
20230323:0403,0.0,0.0,0.0,22.05,0.83,0.0
20230323:0503,0.0,0.0,0.0,21.43,0.97,0.0
20230323:0603,0.0,0.0,0.0,21.33,1.31,0.0
20230323:0703,0.0,0.0,0.0,21.02,1.52,0.0
20230323:0803,0.0,0.0,0.0,20.71,1.38,0.0
20230323:0903,0.0,0.0,0.0,20.33,1.24,0.0
20230323:1003,164642.5,91.0,13.1,22.62,1.66,0.0
20230323:1103,782072.5,373.0,26.68,23.69,1.86,0.0
20230323:1203,1288485.0,607.0,39.82,24.64,1.59,0.0
20230323:1303,1640622.5,789.99,51.96,25.36,1.24,0.0
20230323:1403,1863647.5,899.99,61.72,25.9,2.07,0.0
20230323:1503,1868130.0,893.99,65.95,26.3,3.03,0.0
20230323:1603,1254962.5,592.0,62.01,26.21,3.31,0.0
20230323:1703,1228067.5,576.0,52.4,26.19,3.59,0.0
20230323:1803,941242.5,441.0,40.31,26.0,3.79,0.0
20230323:1903,409255.0,202.0,27.2,25.53,3.66,0.0
20230323:2003,107470.0,65.0,13.63,24.67,3.38,0.0
20230323:2103,0.0,0.0,0.0,23.7,2.97,0.0
20230323:2203,0.0,0.0,0.0,23.4,2.69,0.0
20230323:2303,0.0,0.0,0.0,22.89,2.62,0.0
20230324:0003,0.0,0.0,0.0,22.49,2.55,0.0
20230324:0103,0.0,0.0,0.0,22.65,2.55,0.0
20230324:0203,0.0,0.0,0.0,22.61,2.28,0.0
20230324:0303,0.0,0.0,0.0,22.29,2.0,0.0
20230324:0403,0.0,0.0,0.0,22.23,1.72,0.0
20230324:0503,0.0,0.0,0.0,22.09,1.72,0.0
20230324:0603,0.0,0.0,0.0,21.97,1.93,0.0
20230324:0703,0.0,0.0,0.0,21.86,1.86,0.0
20230324:0803,0.0,0.0,0.0,21.81,1.86,0.0
20230324:0903,0.0,0.0,0.0,21.53,1.66,0.0
20230324:1003,102025.0,62.0,13.01,22.82,2.21,0.0
20230324:1103,853545.0,407.0,26.58,23.87,2.21,0.0
20230324:1203,1301767.5,612.0,39.68,25.17,2.0,0.0
20230324:1303,1631355.0,787.99,51.76,26.32,1.31,0.0
20230324:1403,1810242.5,906.99,61.42,27.34,0.55,0.0
20230324:1503,1907757.5,955.99,65.56,28.36,1.1,0.0
20230324:1603,1829630.0,893.99,61.63,28.38,2.07,0.0
20230324:1703,1696915.0,812.99,52.07,27.81,2.55,0.0
20230324:1803,1303032.5,616.0,40.04,27.12,2.41,0.0
